fid,CD_SETOR,SITUACAO,CD_SIT,CD_TIPO,AREA_KM2,CD_REGIAO,NM_REGIAO,CD_UF,NM_UF,CD_MUN,NM_MUN,CD_DIST,NM_DIST,CD_SUBDIST,NM_SUBDIST,CD_BAIRRO,NM_BAIRRO,CD_NU,NM_NU,CD_FCU,NM_FCU,CD_AGLOM,NM_AGLOM,CD_RGINT,NM_RGINT,CD_RGI,NM_RGI,CD_CONCURB,NM_CONCURB,fid_2,CNES,NOME FANTASIA,NÍVEL DE ATENÇÃO,TURNO DE ATENDIMENTO,latitude,longitude,capacidade/mes,servicos_inferidos,COBERTURA,SITUACAO_COBERTURA,fid_3,CNES_2,NOME FANTASIA_2,NÍVEL DE ATENÇÃO_2,TURNO DE ATENDIMENTO_2,latitude_2,longitude_2,capacidade/mes_2,servicos_inferidos_2,n,distance,feature_x,feature_y,nearest_x,nearest_y
817,"211130005001025",Urbana,"1","0",0.037016912924714,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,2,2455838,CENTRO DE SAUDE DO JOAO PAULO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54454743224986,-44.2731011874152,3000,"atenção básica; clínica geral; enfermagem",1,1105.57610513653,579899.613079427,9718097.11173846,580808.592580489,9718726.44058008
818,"211130005001026",Urbana,"1","0",0.062685187687234,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,54,666394,CENTRO DE SAUDE BARRETO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54414706418044,-44.2603936052196,3000,"atenção básica; clínica geral; enfermagem",1,586.868529382289,581657.99923198,9718934.24654574,582221.384784069,9718769.89512203
819,"211130005001029",Urbana,"1","1",0.024399442097687,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000018",Vila Embratel,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,7,3376265,CENTRO DE SAUDE VILA EMBRATEL,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.56961555025398,-44.3098427540193,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,824.566653587692,575962.235484451,9716277.16723616,576722.377824761,9715957.64604958
820,"211130005001030",Urbana,"1","1",0.074366013888558,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000046",Vila Janaína,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,39,6120520,CENTRO DE SAUDE JANAINA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.593683,-44.1900901,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,847.968558489184,589804.764414013,9714105.73270588,590033.992687135,9713289.33508524
821,"211130005001031",Urbana,"1","0",0.05503801003228,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,3,2645807,CENTRO DE SAUDE SANTA EFIGENIA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.57675821371198,-44.1919580837719,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,924.550092774415,589509.673120759,9716028.58933035,589827.513834877,9715160.38995549
822,"211130005001032",Urbana,"1","0",0.075666860853934,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,38,2645815,UNIDADE DE SAUDE DA FAMILIA PIRAPORA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55919465972143,-44.2385072904295,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,174.718467087504,584797.368059949,9717005.76936833,584653.624236037,9717105.0883284
823,"211130005001033",Urbana,"1","1",0.094451887622191,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000051",Vila Cascavel,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,48,2530562,CENTRO DE SAUDE NAZARE NEIVA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.59624146094008,-44.2291307043767,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,1008.06231191728,586697.661393614,9713098.78330104,585693.585108612,9713009.22639956
824,"211130005001034",Urbana,"1","0",0.095223854224882,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,569.297385082121,584545.776516822,9721887.74532756,584856.163303524,9722364.98693859
825,"211130005001035",Urbana,"1","0",0.038860106213798,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,30,9784950,PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO,AMBULATORIAL - 02 MEDIA COMPLEXIDADE,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51,-44.287,6000,especialidades ambulatoriais não identificadas,1,1405.92367798599,579386.096242899,9723946.94411907,579265.490774021,9722546.20299053
826,"211130005001036",Urbana,"1","0",0.064643028093736,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,48,2530562,CENTRO DE SAUDE NAZARE NEIVA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.59624146094008,-44.2291307043767,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,692.760871951438,585096.147608665,9712658.53271646,585693.585108612,9713009.22639956
827,"211130005001037",Urbana,"1","0",0.04926283569971,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,3,2645807,CENTRO DE SAUDE SANTA EFIGENIA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.57675821371198,-44.1919580837719,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,1188.49033772149,589292.75079926,9716221.7747955,589827.513834877,9715160.38995549
828,"211130005001039",Urbana,"1","0",0.046631723273541,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,3,2645807,CENTRO DE SAUDE SANTA EFIGENIA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.57675821371198,-44.1919580837719,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,1170.33669575442,589038.426648285,9716024.6985771,589827.513834877,9715160.38995549
829,"211130005001040",Urbana,"1","0",0.074996173479942,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,50,3173828,CENTRO DE SAUDE FABICIANA DE MORAES,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.58706592960698,-44.2066535175227,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,1268.96746332775,588342.223536535,9715282.14051674,588193.051603119,9714021.97141806
830,"211130005001041",Urbana,"1","1",0.071308920772555,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000010",Mangue Seco,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,42,2697963,CENTRO DE SAUDE DA LIBERDADE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53201347240271,-44.2842356110737,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,994.598133967643,579849.307105938,9721067.65732074,579571.491669756,9720112.64735665
831,"211130005001042",Urbana,"2","0",0.816487836003417,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,62,2645769,UNIDADE DE SAUDE DA FAMILIA VILA SARNEY,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.63367257776153,-44.2706714456456,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,1441.81525695876,580785.037786873,9710287.03507749,581073.053693655,9708874.27958816
832,"211130005001043",Urbana,"2","0",0.529134006871894,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,44,2458721,CENTRO DE SAUDE MARACANA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.62883349140059,-44.2894452863017,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,927.516572042178,579913.648976108,9709391.42765765,578986.326497779,9709410.4016556
833,"211130005001044",Urbana,"1","0",0.076463971121865,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,1043.47941872831,584813.811801341,9721322.36733031,584856.163303524,9722364.98693859
834,"211130005001045",Urbana,"1","0",0.042003948740583,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,1241.34500030256,584695.673692549,9721134.06025737,584856.163303524,9722364.98693859
835,"211130005001046",Urbana,"1","1",0.091625070260087,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000037",Santa Júlia,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,54,666394,CENTRO DE SAUDE BARRETO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54414706418044,-44.2603936052196,3000,"atenção básica; clínica geral; enfermagem",1,537.217934707831,582132.987309563,9719299.79039081,582221.384784069,9718769.89512203
836,"211130005001047",Urbana,"1","0",0.058826449162472,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,54,666394,CENTRO DE SAUDE BARRETO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54414706418044,-44.2603936052196,3000,"atenção básica; clínica geral; enfermagem",1,622.672914589772,581837.700638029,9718279.4789369,582221.384784069,9718769.89512203
837,"211130005001048",Urbana,"1","4",0.282503927442676,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,67,2458179,CENTRO DE SAUDE VILA ITAMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.59458988027233,-44.2469786789376,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,710.977424792077,584163.868393639,9712646.13827186,583709.510097323,9713192.99057106
838,"211130005001050",Urbana,"1","0",0.027743618147224,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,330.204523408311,585030.14097568,9722645.64116869,584856.163303524,9722364.98693859
839,"211130005001051",Urbana,"1","1",0.043159984086814,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000044",Novo Angelim,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,19,9904638,UNIDADE BASICA DE SAUDE CINTRA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54448390513554,-44.2378762526171,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,1151.30703908025,585268.716775055,9719745.89580706,584724.742712851,9718731.20367746
840,"211130005001052",Urbana,"1","0",0.069366055641308,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,310.837338373851,584940.638824367,9722065.84861389,584856.163303524,9722364.98693859
841,"211130005001053",Urbana,"1","0",0.13402424354198,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,45,2310007,CENTRO DE SAUDE SAO CRISTOVAO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.57502201852176,-44.2396897220463,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,283.406297461271,584729.352840474,9715547.8317395,584521.127995309,9715355.57788832
842,"211130005001054",Urbana,"1","0",0.124142583368255,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,765.954073869036,587685.549609366,9718449.30905342,587198.083366042,9719040.12400321
843,"211130005001055",Urbana,"1","0",0.294546544941401,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,45,2310007,CENTRO DE SAUDE SAO CRISTOVAO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.57502201852176,-44.2396897220463,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,269.32282554177,584707.777234315,9715161.42113222,584521.127995309,9715355.57788832
