fid,CD_SETOR,SITUACAO,CD_SIT,CD_TIPO,AREA_KM2,CD_REGIAO,NM_REGIAO,CD_UF,NM_UF,CD_MUN,NM_MUN,CD_DIST,NM_DIST,CD_SUBDIST,NM_SUBDIST,CD_BAIRRO,NM_BAIRRO,CD_NU,NM_NU,CD_FCU,NM_FCU,CD_AGLOM,NM_AGLOM,CD_RGINT,NM_RGINT,CD_RGI,NM_RGI,CD_CONCURB,NM_CONCURB,fid_2,CNES,NOME FANTASIA,NÍVEL DE ATENÇÃO,TURNO DE ATENDIMENTO,latitude,longitude,capacidade/mes,servicos_inferidos,COBERTURA,SITUACAO_COBERTURA,fid_3,CNES_2,NOME FANTASIA_2,NÍVEL DE ATENÇÃO_2,TURNO DE ATENDIMENTO_2,latitude_2,longitude_2,capacidade/mes_2,servicos_inferidos_2,n,distance,feature_x,feature_y,nearest_x,nearest_y
1,"211130005000001",Urbana,"1","0",0.077727732065747,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,60,6929370,UNIDADE PRISIONAL DE RESSOCIALIZACAO FEMININA,AMBULATORIAL - 02 MEDIA COMPLEXIDADE,"06 ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",-2.5318,-44.2979,6000,especialidades ambulatoriais não identificadas,1,6.73353941247769,578047.367088672,9720132.55505202,578052.358010321,9720137.0751465
2,"211130005000002",Urbana,"1","0",0.087708088750597,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,60,6929370,UNIDADE PRISIONAL DE RESSOCIALIZACAO FEMININA,AMBULATORIAL - 02 MEDIA COMPLEXIDADE,"06 ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",-2.5318,-44.2979,6000,especialidades ambulatoriais não identificadas,1,343.794486490075,577710.262425136,9720102.93924842,578052.358010321,9720137.0751465
3,"211130005000003",Urbana,"1","0",0.158955806685443,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,60,6929370,UNIDADE PRISIONAL DE RESSOCIALIZACAO FEMININA,AMBULATORIAL - 02 MEDIA COMPLEXIDADE,"06 ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",-2.5318,-44.2979,6000,especialidades ambulatoriais não identificadas,1,408.210098774607,577689.375913516,9720323.83564056,578052.358010321,9720137.0751465
4,"211130005000004",Urbana,"1","0",0.074461087420713,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,49,7152744,NUCLEO DE ASSISTENCIA DE SAUDE NAS,AMBULATORIAL - 02 MEDIA COMPLEXIDADE,"04 ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",-2.53,-44.297,6000,especialidades ambulatoriais não identificadas,1,125.278672891533,578054.803241387,9720414.38688368,578152.523725662,9720335.993945
5,"211130005000005",Urbana,"1","0",0.182871559789966,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,23,929417,CLINICA DA FAMILIA DO CENTRO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53066464097071,-44.2953850236779,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,189.254563774482,578384.970117335,9720444.1260292,578332.029850417,9720262.42677756
6,"211130005000006",Urbana,"1","0",0.352066778068676,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,35,2876175,CENTRO DE SAUDE BAIRRO DE FATIMA,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53434,-44.29292,3000,"atenção básica; clínica geral; enfermagem",1,15.2002390400169,578600.830684675,9719870.34561426,578605.858848017,9719856.00110868
7,"211130005000007",Urbana,"1","0",0.13188360095682,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,60,6929370,UNIDADE PRISIONAL DE RESSOCIALIZACAO FEMININA,AMBULATORIAL - 02 MEDIA COMPLEXIDADE,"06 ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",-2.5318,-44.2979,6000,especialidades ambulatoriais não identificadas,1,207.188317808864,578155.653666531,9719957.47279005,578052.358010321,9720137.0751465
8,"211130005000008",Urbana,"1","0",0.131878693897143,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,27,5992982,CLINICA DA FAMILIA VILA MARANHAO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53599,-44.2972982,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,301.731465148832,577854.370090198,9719818.80986987,578119.01224546,9719673.87399882
9,"211130005000009",Urbana,"1","0",0.423875713012178,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,60,6929370,UNIDADE PRISIONAL DE RESSOCIALIZACAO FEMININA,AMBULATORIAL - 02 MEDIA COMPLEXIDADE,"06 ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",-2.5318,-44.2979,6000,especialidades ambulatoriais não identificadas,1,794.137774955689,577327.336158217,9719813.04101314,578052.358010321,9720137.0751465
10,"211130005000010",Urbana,"1","0",0.117259187147147,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,60,6929370,UNIDADE PRISIONAL DE RESSOCIALIZACAO FEMININA,AMBULATORIAL - 02 MEDIA COMPLEXIDADE,"06 ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",-2.5318,-44.2979,6000,especialidades ambulatoriais não identificadas,1,657.905326708275,577403.255399353,9720029.81276099,578052.358010321,9720137.0751465
11,"211130005000012",Urbana,"1","0",0.148266465711507,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,49,7152744,NUCLEO DE ASSISTENCIA DE SAUDE NAS,AMBULATORIAL - 02 MEDIA COMPLEXIDADE,"04 ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",-2.53,-44.297,6000,especialidades ambulatoriais não identificadas,1,547.29786700924,577872.531053571,9720806.24819411,578152.523725662,9720335.993945
12,"211130005000013",Urbana,"1","0",0.161218546839732,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,23,929417,CLINICA DA FAMILIA DO CENTRO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53066464097071,-44.2953850236779,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,683.810349103442,578511.760833652,9720922.19443909,578332.029850417,9720262.42677756
13,"211130005000014",Urbana,"1","1",0.143937282012099,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000031",Camboa,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,23,929417,CLINICA DA FAMILIA DO CENTRO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53066464097071,-44.2953850236779,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,1032.59446204559,578811.426089631,9721176.99255916,578332.029850417,9720262.42677756
14,"211130005000015",Urbana,"1","0",0.055511445730948,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,23,929417,CLINICA DA FAMILIA DO CENTRO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53066464097071,-44.2953850236779,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,567.264307920222,578786.777910178,9720601.53295147,578332.029850417,9720262.42677756
15,"211130005000016",Urbana,"1","0",0.085438769613905,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,23,929417,CLINICA DA FAMILIA DO CENTRO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53066464097071,-44.2953850236779,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,378.623612345864,578708.733609303,9720300.50719073,578332.029850417,9720262.42677756
16,"211130005000017",Urbana,"1","0",0.13581127103187,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,35,2876175,CENTRO DE SAUDE BAIRRO DE FATIMA,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53434,-44.29292,3000,"atenção básica; clínica geral; enfermagem",1,473.106421826727,578907.532480991,9720220.44960373,578605.858848017,9719856.00110868
17,"211130005000018",Urbana,"1","0",0.060528317115508,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,64,948357,CENTRO ATENDIMENTO A PESSOA COM HIPERTENSAO E DIABETES,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53200095826268,-44.2843804260481,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,429.79724174082,579134.130759831,9720199.26983284,579555.392519913,9720114.03956532
18,"211130005000019",Urbana,"1","0",0.056997662604923,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,27,5992982,CLINICA DA FAMILIA VILA MARANHAO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53599,-44.2972982,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,185.431160800755,578078.551916562,9719492.91080593,578119.01224546,9719673.87399882
19,"211130005000020",Urbana,"1","0",0.038658952448787,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,27,5992982,CLINICA DA FAMILIA VILA MARANHAO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53599,-44.2972982,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,333.776484333544,578399.474478769,9719492.91080593,578119.01224546,9719673.87399882
20,"211130005000021",Urbana,"1","0",0.043579509447772,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,27,5992982,CLINICA DA FAMILIA VILA MARANHAO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53599,-44.2972982,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,308.960622195864,578278.560194909,9719409.2967551,578119.01224546,9719673.87399882
21,"211130005000022",Urbana,"1","0",0.113893942596325,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,27,5992982,CLINICA DA FAMILIA VILA MARANHAO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53599,-44.2972982,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,563.945760783114,577843.047266448,9719182.06290555,578119.01224546,9719673.87399882
22,"211130005000023",Urbana,"1","0",0.057009774321539,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,27,5992982,CLINICA DA FAMILIA VILA MARANHAO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53599,-44.2972982,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,623.838157612223,578033.821837724,9719055.87995247,578119.01224546,9719673.87399882
23,"211130005000024",Urbana,"1","0",0.268125454918774,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,27,5992982,CLINICA DA FAMILIA VILA MARANHAO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53599,-44.2972982,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,959.956295353884,577708.348105357,9718806.19257512,578119.01224546,9719673.87399882
24,"211130005000025",Urbana,"1","0",0.049668192800998,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,27,5992982,CLINICA DA FAMILIA VILA MARANHAO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53599,-44.2972982,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,823.646373237494,578281.046938884,9718866.32331541,578119.01224546,9719673.87399882
25,"211130005000026",Urbana,"1","0",0.017440220470967,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,27,5992982,CLINICA DA FAMILIA VILA MARANHAO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53599,-44.2972982,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,667.19386243308,578222.992299099,9719014.83242311,578119.01224546,9719673.87399882
26,"211130005000027",Urbana,"1","0",0.101486837466405,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,27,5992982,CLINICA DA FAMILIA VILA MARANHAO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53599,-44.2972982,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",1,545.375269678467,578308.769609754,9719162.57533123,578119.01224546,9719673.87399882
27,"211130005000028",Urbana,"1","0",0.031024877126091,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,1,2456834,CENTRO DE SAUDE QUEBRA POTE,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.6923404,-44.2155818,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas",Coberto,Coberto,35,2876175,CENTRO DE SAUDE BAIRRO DE FATIMA,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.53434,-44.29292,3000,"atenção básica; clínica geral; enfermagem",1,524.152372813875,578598.209442175,9719331.90455601,578605.858848017,9719856.00110868
