"CD_SETOR";"AREA_KM2";"POPULACAO";"POPULACAO_INFANTIL";"POPULACAO_IDOSA";"POPULACAO_ADULTA";"POPULACAO_EQUIVALENTE";"CNES";"NOME FANTASIA";"NIVEL_REFERENCIA";"PESO_COMPLEXIDADE";"CAPACIDADE/MES";"INDICE_SOBRECARGA";"CLASSIFICACAO"
"211130005001147";"0.0081666";"319";"21";"25.0";"273";"349.5";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001148";"0.0060129";"298";"15";"20.0";"263";"321.5";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001149";"0.0070142";"323";"16";"41.0";"266";"363.8";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001150";"0.0067424";"314";"21";"32.0";"261";"350.1";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001151";"0.0071198";"310";"19";"26.0";"265";"340.3";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001152";"0.006507";"326";"22";"36.0";"268";"365.8";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001153";"0.0315213";"560";"45";"46.0";"469";"619.3";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001154";"0.0161074";"393";"34";"59.0";"300";"457.2";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001155";"0.0159241";"692";"55";"74.0";"563";"778.7";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001156";"0.0143318";"460";"35";"58.0";"367";"523.9";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001157";"0.0150485";"444";"34";"32.0";"378";"486.6";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001158";"0.0094852";"443";"33";"34.0";"376";"486.7";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001159";"0.0161206";"403";"22";"46.0";"335";"450.8";"842761";"CENTRO DE SAUDE IPASE";"II";"1.0";"6000";"6.2819";"Sobrecarregado"
"211130005001160";"0.0551302";"365";"26";"29.0";"310";"401.2";"842761";"CENTRO DE SAUDE IPASE";"II";"1.0";"6000";"6.2819";"Sobrecarregado"
"211130005001161";"0.1635119";"60";"0";"";"";"";"842761";"CENTRO DE SAUDE IPASE";"II";"1.0";"6000";"6.2819";"Sobrecarregado"
"211130005001162";"0.2419812";"629";"55";"67.0";"507";"710.1";"842761";"CENTRO DE SAUDE IPASE";"II";"1.0";"6000";"6.2819";"Sobrecarregado"
"211130005001163";"0.0099778";"435";"19";"38.0";"378";"474.9";"2455765";"CLINICA DA FAMILIA DO SACAVEM";"I";"0.8";"3000";"10.0696";"Sobrecarregado"
"211130005001164";"0.0079743";"353";"14";"29.0";"310";"383.2";"2455765";"CLINICA DA FAMILIA DO SACAVEM";"I";"0.8";"3000";"10.0696";"Sobrecarregado"
"211130005001165";"0.0104353";"410";"33";"17.0";"360";"440.1";"2308797";"CENTRO DE SAUDE DO RADIONAL";"I";"0.8";"3000";"9.0882";"Sobrecarregado"
"211130005001166";"0.009998";"514";"27";"30.0";"457";"551.5";"2308797";"CENTRO DE SAUDE DO RADIONAL";"I";"0.8";"3000";"9.0882";"Sobrecarregado"
"211130005001167";"0.0118222";"269";"4";"16.0";"249";"283.8";"2308797";"CENTRO DE SAUDE DO RADIONAL";"I";"0.8";"3000";"9.0882";"Sobrecarregado"
"211130005001168";"0.0884866";"513";"28";"122.0";"363";"624.6";"842761";"CENTRO DE SAUDE IPASE";"II";"1.0";"6000";"6.2819";"Sobrecarregado"
"211130005001169";"0.1305759";"909";"66";"132.0";"711";"1047.6";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001170";"0.0230265";"461";"32";"49.0";"380";"516.2";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001171";"0.0084775";"550";"35";"58.0";"457";"613.9";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001172";"0.0120554";"330";"14";"42.0";"274";"370.6";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001173";"0.0101305";"403";"28";"42.0";"333";"450.6";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001174";"0.0082793";"580";"36";"75.0";"469";"658";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001175";"0.0109219";"453";"26";"48.0";"379";"504.4";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001176";"0.0123782";"475";"30";"47.0";"398";"527.6";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001177";"0.0141485";"451";"30";"45.0";"376";"502";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001178";"0.0111938";"477";"28";"48.0";"401";"529.4";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001179";"0.0096138";"584";"46";"64.0";"474";"658.2";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001180";"0.0085257";"400";"25";"39.0";"336";"443.7";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001181";"0.0091438";"434";"40";"28.0";"366";"476.4";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001182";"0.0107121";"450";"35";"37.0";"378";"497.1";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001183";"0.0839145";"892";"56";"101.0";"735";"1000.8";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005001184";"0.0198884";"618";"42";"46.0";"530";"675.8";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001185";"0.014945";"255";"15";"41.0";"199";"295.3";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001187";"0.0173706";"551";"30";"30.0";"491";"590";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001188";"0.034822";"X";"X";"";"";"";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001189";"0.2801223";"599";"30";"71.0";"498";"670.8";"2697971";"CENTRO DE SAUDE DJALMA MARQUES";"I";"0.8";"3000";"6.9379";"Sobrecarregado"
"211130005001190";"0.081282";"457";"28";"49.0";"380";"510.2";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005001191";"0.0077668";"620";"35";"47.0";"538";"675.1";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005001192";"0.005148";"311";"20";"23.0";"268";"339.4";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005001193";"0.0057748";"388";"21";"31.0";"336";"423.3";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005001194";"0.0059384";"362";"24";"25.0";"313";"394";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005001196";"0.0111458";"318";"12";"32.0";"274";"349.6";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005001197";"0.0247674";"291";"9";"25.0";"257";"315.5";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005001198";"0.0615002";"430";"26";"75.0";"329";"503";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005001199";"0.0420769";"756";"44";"92.0";"620";"851.6";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005001200";"0.1121522";"539";"33";"70.0";"436";"611.5";"2310007";"CENTRO DE SAUDE SAO CRISTOVAO";"II";"1.0";"6000";"1.3360";"Sobrecarregado"
"211130005001201";"0.0650978";"551";"32";"95.0";"424";"643";"2308797";"CENTRO DE SAUDE DO RADIONAL";"I";"0.8";"3000";"9.0882";"Sobrecarregado"
"211130005001202";"0.2569743";"767";"51";"101.0";"615";"873.3";"2455838";"CENTRO DE SAUDE DO JOAO PAULO";"I";"0.8";"3000";"13.5985";"Sobrecarregado"
"211130005001203";"0.1274175";"571";"46";"51.0";"474";"634.8";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005001204";"0.0467557";"591";"40";"44.0";"507";"646.2";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005001205";"0.0340752";"538";"21";"78.0";"439";"610.9";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005001206";"0.1157608";"631";"46";"61.0";"524";"702.8";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005001207";"0.1156227";"640";"48";"74.0";"518";"723.2";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
"211130005001209";"0.1060923";"1032";"67";"59.0";"906";"1112.7";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001210";"0.0408646";"726";"52";"87.0";"587";"821.6";"2309297";"CENTRO DE SAUDE SAO RAIMUNDO";"I";"0.8";"3000";"12.0308";"Sobrecarregado"
"211130005001211";"0.0127576";"375";"19";"25.0";"331";"404.5";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005001212";"0.0091843";"452";"25";"25.0";"402";"484.5";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005001213";"0.1290295";"495";"30";"74.0";"391";"569.2";"2456869";"CENTRO DE SAUDE VILA BACANGA EMBRIAO";"I";"0.8";"3000";"8.6153";"Sobrecarregado"
"211130005001214";"0.035637";"721";"43";"76.0";"602";"803.3";"2309297";"CENTRO DE SAUDE SAO RAIMUNDO";"I";"0.8";"3000";"12.0308";"Sobrecarregado"
"211130005001215";"0.0540863";"759";"54";"58.0";"647";"832.4";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001216";"0.0142853";"227";"20";"20.0";"187";"253";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001218";"0.4551108";"386";"33";"42.0";"311";"436.1";"2456869";"CENTRO DE SAUDE VILA BACANGA EMBRIAO";"I";"0.8";"3000";"8.6153";"Sobrecarregado"
"211130005001219";"0.0433093";"583";"34";"62.0";"487";"649.6";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001220";"0.03517";"524";"34";"49.0";"441";"580.2";"2309297";"CENTRO DE SAUDE SAO RAIMUNDO";"I";"0.8";"3000";"12.0308";"Sobrecarregado"
"211130005001221";"0.0683668";"278";"18";"55.0";"205";"331";"842761";"CENTRO DE SAUDE IPASE";"II";"1.0";"6000";"6.2819";"Sobrecarregado"
"211130005001223";"0.0096735";"278";"13";"30.0";"235";"308.5";"2697971";"CENTRO DE SAUDE DJALMA MARQUES";"I";"0.8";"3000";"6.9379";"Sobrecarregado"
"211130005001224";"0.1008519";"622";"40";"85.0";"497";"710";"2697971";"CENTRO DE SAUDE DJALMA MARQUES";"I";"0.8";"3000";"6.9379";"Sobrecarregado"
"211130005001225";"0.0108182";"385";"27";"24.0";"334";"417.7";"2697971";"CENTRO DE SAUDE DJALMA MARQUES";"I";"0.8";"3000";"6.9379";"Sobrecarregado"
"211130005001226";"0.0107192";"392";"29";"19.0";"344";"421.7";"2697971";"CENTRO DE SAUDE DJALMA MARQUES";"I";"0.8";"3000";"6.9379";"Sobrecarregado"
"211130005001227";"0.0130985";"357";"21";"25.0";"311";"387.5";"2697971";"CENTRO DE SAUDE DJALMA MARQUES";"I";"0.8";"3000";"6.9379";"Sobrecarregado"
"211130005001228";"0.0117154";"315";"21";"15.0";"279";"337.5";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005001229";"0.0121131";"400";"19";"21.0";"360";"426.3";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005001230";"0.0109973";"363";"20";"10.0";"333";"381";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005001231";"0.0715564";"367";"18";"25.0";"324";"396";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005001232";"0.0739758";"560";"32";"82.0";"446";"641.6";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005001233";"0.054107";"422";"25";"40.0";"357";"466.5";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005001234";"0.0803178";"736";"45";"61.0";"630";"807.3";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005001235";"0.0852133";"635";"41";"57.0";"537";"701.1";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005001237";"0.0753524";"647";"36";"115.0";"496";"757";"3173828";"CENTRO DE SAUDE FABICIANA DE MORAES";"II";"1.0";"6000";"2.5042";"Sobrecarregado"
"211130005001238";"0.0359648";"523";"26";"103.0";"394";"618.4";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005001239";"0.0540613";"689";"41";"98.0";"550";"787.9";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005001240";"0.0594716";"447";"22";"24.0";"401";"477.2";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005001241";"0.0628723";"777";"51";"70.0";"656";"858.5";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005001242";"0.0522629";"474";"38";"38.0";"398";"523.4";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"II";"1.0";"6000";"2.2464";"Sobrecarregado"
"211130005001243";"0.0959176";"929";"87";"55.0";"787";"1016.5";"2645750";"CENTRO DE SAUDE JAILSON ALVES VIANA OLIMPICA III";"II";"1.0";"6000";"1.3243";"Sobrecarregado"
"211130005001244";"0.0584798";"588";"27";"54.0";"507";"644.7";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"II";"1.0";"6000";"2.2464";"Sobrecarregado"
"211130005001245";"0.1120427";"1055";"80";"96.0";"879";"1171.8";"2645777";"UNIDADE DE SAUDE DA FAMILIA SANTA CLARA";"II";"1.0";"6000";"2.0846";"Sobrecarregado"
"211130005001246";"0.1111397";"864";"49";"70.0";"745";"944.5";"2645793";"U S F ANTONIO CARLOS SOUSA REIS OLIMPICA I";"II";"1.0";"6000";"1.4474";"Sobrecarregado"
"211130005001247";"0.0959539";"882";"55";"82.0";"745";"975.1";"2645777";"UNIDADE DE SAUDE DA FAMILIA SANTA CLARA";"II";"1.0";"6000";"2.0846";"Sobrecarregado"
"211130005001248";"0.067692";"641";"40";"64.0";"537";"712.2";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005001249";"0.0155047";"494";"59";"16.0";"419";"536.3";"7798342";"CENTRO DE SAUDE DR EXPEDITO ALVES DE MELO";"I";"0.8";"3000";"6.3368";"Sobrecarregado"
"211130005001250";"0.0191522";"616";"71";"26.0";"519";"672.3";"7798342";"CENTRO DE SAUDE DR EXPEDITO ALVES DE MELO";"I";"0.8";"3000";"6.3368";"Sobrecarregado"
"211130005001251";"0.0216522";"730";"80";"16.0";"634";"782.8";"7798342";"CENTRO DE SAUDE DR EXPEDITO ALVES DE MELO";"I";"0.8";"3000";"6.3368";"Sobrecarregado"
"211130005001252";"0.02666";"634";"71";"15.0";"548";"681.5";"7798342";"CENTRO DE SAUDE DR EXPEDITO ALVES DE MELO";"I";"0.8";"3000";"6.3368";"Sobrecarregado"
"211130005001253";"0.3606069";"549";"44";"66.0";"439";"623.8";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005001254";"0.0677787";"826";"96";"35.0";"695";"902";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005001255";"0.1369441";"608";"42";"47.0";"519";"666.6";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005001258";"0.0745793";"520";"28";"47.0";"445";"571.6";"3226387";"CENTRO DE SAUDE DA VILA LOBAO";"I";"0.8";"3000";"4.7487";"Sobrecarregado"
"211130005001259";"0.0276555";"682";"51";"61.0";"570";"756.3";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005001262";"0.0689885";"707";"38";"119.0";"550";"821.2";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005001263";"0.0211336";"698";"37";"46.0";"615";"753.3";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005001264";"0.0106155";"407";"19";"30.0";"358";"440.5";"2697971";"CENTRO DE SAUDE DJALMA MARQUES";"I";"0.8";"3000";"6.9379";"Sobrecarregado"
"211130005001265";"0.0120366";"389";"11";"25.0";"353";"414.5";"2697971";"CENTRO DE SAUDE DJALMA MARQUES";"I";"0.8";"3000";"6.9379";"Sobrecarregado"
"211130005001266";"0.0177174";"1116";"93";"120.0";"903";"1258.5";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001267";"0.0193202";"127";"11";"11.0";"105";"141.3";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001268";"0.0357572";"577";"25";"74.0";"478";"648.7";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001269";"0.0355166";"598";"36";"102.0";"460";"697.6";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001270";"0.0191535";"632";"34";"69.0";"529";"704.2";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001271";"0.4076676";"462";"33";"42.0";"387";"512.1";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005001272";"0.0124275";"377";"25";"23.0";"329";"407.9";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005001273";"0.0112101";"456";"47";"11.0";"398";"488.3";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005001274";"0.1681995";"864";"41";"108.0";"715";"970.9";"3173828";"CENTRO DE SAUDE FABICIANA DE MORAES";"II";"1.0";"6000";"2.5042";"Sobrecarregado"
"211130005001275";"0.0780076";"580";"21";"77.0";"482";"652.1";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001276";"0.015383";"281";"12";"22.0";"247";"304.6";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001277";"0.0217348";"463";"18";"47.0";"398";"509.6";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001278";"0.0172706";"477";"36";"26.0";"415";"515.8";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001279";"0.0133524";"490";"32";"21.0";"437";"522.8";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001280";"0.0133414";"412";"26";"28.0";"358";"447.4";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001282";"0.0173468";"637";"50";"30.0";"557";"686";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001283";"0.144366";"579";"35";"82.0";"462";"662.1";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001284";"0.0993044";"606";"25";"50.0";"531";"658.5";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001285";"0.085266";"602";"39";"45.0";"518";"657.5";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001286";"0.0676447";"718";"51";"73.0";"594";"801.9";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005001287";"0.0206004";"582";"27";"36.0";"519";"624.3";"2308797";"CENTRO DE SAUDE DO RADIONAL";"I";"0.8";"3000";"9.0882";"Sobrecarregado"
"211130005001288";"0.0157093";"575";"28";"31.0";"516";"613.8";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005001289";"0.0161878";"558";"35";"26.0";"497";"596.3";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005001290";"0.0130798";"513";"38";"25.0";"450";"552";"3226387";"CENTRO DE SAUDE DA VILA LOBAO";"I";"0.8";"3000";"4.7487";"Sobrecarregado"
"211130005001291";"0.0125112";"335";"21";"16.0";"298";"358.3";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005001292";"0.0135073";"411";"24";"19.0";"368";"438.2";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005001294";"1.8641281";"1216";"83";"134.0";"999";"1364.7";"2645866";"CENTRO DE SAUDE COQUEIRO";"I";"0.8";"3000";"2.2883";"Sobrecarregado"
"211130005001295";"0.0341532";"691";"61";"17.0";"613";"735.1";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001296";"0.0367274";"737";"56";"50.0";"631";"805";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001297";"0.0304674";"734";"55";"53.0";"626";"803.9";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001298";"0.2102603";"1257";"176";"149.0";"932";"1464.2";"2456869";"CENTRO DE SAUDE VILA BACANGA EMBRIAO";"I";"0.8";"3000";"8.6153";"Sobrecarregado"
"211130005001300";"0.086839";"993";"100";"59.0";"834";"1090.2";"2881314";"CLINICA DA FAMILIA MORADA DO SOL";"II";"1.0";"6000";"2.1230";"Sobrecarregado"
"211130005001301";"0.0560651";"667";"54";"32.0";"581";"719.6";"2881314";"CLINICA DA FAMILIA MORADA DO SOL";"II";"1.0";"6000";"2.1230";"Sobrecarregado"
"211130005001302";"0.0519026";"649";"63";"38.0";"548";"710.9";"2881314";"CLINICA DA FAMILIA MORADA DO SOL";"II";"1.0";"6000";"2.1230";"Sobrecarregado"
"211130005001303";"0.0605735";"667";"59";"38.0";"570";"726.9";"2881314";"CLINICA DA FAMILIA MORADA DO SOL";"II";"1.0";"6000";"2.1230";"Sobrecarregado"
"211130005001304";"0.0504472";"655";"66";"34.0";"555";"715.2";"2881314";"CLINICA DA FAMILIA MORADA DO SOL";"II";"1.0";"6000";"2.1230";"Sobrecarregado"
"211130005001305";"0.0401165";"544";"45";"30.0";"469";"590.5";"2881314";"CLINICA DA FAMILIA MORADA DO SOL";"II";"1.0";"6000";"2.1230";"Sobrecarregado"
"211130005001306";"0.0479106";"619";"63";"17.0";"539";"664.1";"2881314";"CLINICA DA FAMILIA MORADA DO SOL";"II";"1.0";"6000";"2.1230";"Sobrecarregado"
"211130005001307";"0.04607";"454";"37";"42.0";"375";"506.1";"2881314";"CLINICA DA FAMILIA MORADA DO SOL";"II";"1.0";"6000";"2.1230";"Sobrecarregado"
"211130005001308";"0.0234429";"676";"85";"35.0";"556";"746.5";"2645769";"UNIDADE DE SAUDE DA FAMILIA VILA SARNEY";"II";"1.0";"6000";"2.4627";"Sobrecarregado"
"211130005001309";"0.02058";"485";"55";"25.0";"405";"532.5";"2645769";"UNIDADE DE SAUDE DA FAMILIA VILA SARNEY";"II";"1.0";"6000";"2.4627";"Sobrecarregado"
