"CD_SETOR";"AREA_KM2";"POPULAÇÃO";"POPULAÇÃO INFANTIL";"POPULAÇÃO IDOSA";"DENSIDADE POPULACIONAL (hab/KM²)";"fid";"SITUACAO";"CD_SIT";"CD_TIPO";"UBS_AREA_KM2";"CD_REGIAO";"NM_REGIAO";"CD_UF";"NM_UF";"CD_MUN";"NM_MUN";"CD_DIST";"NM_DIST";"CD_SUBDIST";"NM_SUBDIST";"CD_BAIRRO";"NM_BAIRRO";"CD_NU";"NM_NU";"CD_FCU";"NM_FCU";"CD_AGLOM";"NM_AGLOM";"CD_RGINT";"NM_RGINT";"CD_RGI";"NM_RGI";"CD_CONCURB";"NM_CONCURB";"fid_2";"CNES";"NOME FANTASIA";"NÍVEL DE ATENÇÃO";"TURNO DE ATENDIMENTO";"latitude";"longitude";"capacidade/mes";"servicos_inferidos";"POPULAÇÃO ADULTA";"POPULAÇÃO EQUIVALENTE"
"211130005000644";"0.1147811";"926";"56";"117.0";"8067.530281553322";"526";"Urbana";"1";"0";"0.114781100570085";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"3";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.57675821371198";"-44.1919580837719";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"753";"1047.6"
"211130005000646";"0.043299";"494";"37";"44.0";"11409.039469733712";"527";"Urbana";"1";"0";"0.043299031713301";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"3";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.57675821371198";"-44.1919580837719";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"413";"547.7"
"211130005000647";"0.0969147";"1047";"74";"81.0";"10803.314667434352";"528";"Urbana";"1";"0";"0.096914680189449";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"3";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.57675821371198";"-44.1919580837719";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"892";"1148.8"
"211130005000648";"0.1036492";"766";"52";"89.0";"7390.312708636439";"529";"Urbana";"1";"0";"0.103649248521568";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"3";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.57675821371198";"-44.1919580837719";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"625";"863.2"
"211130005000649";"0.0544226";"736";"35";"110.0";"13523.793424055448";"530";"Urbana";"1";"0";"0.054422564140858";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"3";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.57675821371198";"-44.1919580837719";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"591";"841.5"
"211130005000650";"0.0727279";"945";"44";"120.0";"12993.637929872855";"531";"Urbana";"1";"0";"0.072727900019434";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"3";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.57675821371198";"-44.1919580837719";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"781";"1063"
"211130005000651";"0.0866882";"547";"25";"42.0";"6309.9706765165265";"532";"Urbana";"1";"0";"0.086688152238309";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"3";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.57675821371198";"-44.1919580837719";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"480";"593.1"
"211130005000652";"0.0887015";"906";"51";"94.0";"10214.032457173778";"533";"Urbana";"1";"0";"0.088701520502823";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"3";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.57675821371198";"-44.1919580837719";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"761";"1006.7"
"211130005000653";"0.1050515";"1052";"52";"133.0";"10014.135923808797";"534";"Urbana";"1";"1";"0.105051504496283";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000046";"Vila Janaína";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"39";"6120520";"CENTRO DE SAUDE JANAINA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.593683";"-44.1900901";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"867";"1184.4"
"211130005000654";"0.0602013";"580";"39";"73.0";"9634.34344441067";"535";"Urbana";"1";"1";"0.060201279538358";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000046";"Vila Janaína";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"39";"6120520";"CENTRO DE SAUDE JANAINA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.593683";"-44.1900901";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"468";"657.9"
"211130005000655";"0.0659085";"599";"29";"92.0";"9088.357343893429";"536";"Urbana";"1";"1";"0.065908477094719";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000046";"Vila Janaína";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"39";"6120520";"CENTRO DE SAUDE JANAINA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.593683";"-44.1900901";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"478";"687.1"
"211130005000657";"0.0646382";"705";"52";"74.0";"10906.863124282543";"537";"Urbana";"1";"1";"0.064638213405061";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000046";"Vila Janaína";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"39";"6120520";"CENTRO DE SAUDE JANAINA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.593683";"-44.1900901";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"579";"790.2"
"211130005000658";"0.0960495";"820";"48";"88.0";"8537.26463958688";"538";"Urbana";"1";"1";"0.096049516249645";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000046";"Vila Janaína";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"39";"6120520";"CENTRO DE SAUDE JANAINA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.593683";"-44.1900901";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"684";"914.4"
"211130005000659";"0.0277138";"253";"23";"29.0";"9129.025972620138";"539";"Urbana";"1";"1";"0.027713838869936";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000046";"Vila Janaína";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"39";"6120520";"CENTRO DE SAUDE JANAINA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.593683";"-44.1900901";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"201";"287.7"
"211130005000660";"0.0668038";"634";"36";"61.0";"9490.478086575913";"540";"Urbana";"1";"1";"0.066803783718812";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000046";"Vila Janaína";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"39";"6120520";"CENTRO DE SAUDE JANAINA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.593683";"-44.1900901";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"537";"700.8"
"211130005000661";"0.0759932";"745";"50";"89.0";"9803.508734992078";"541";"Urbana";"1";"1";"0.075993220358327";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000046";"Vila Janaína";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"39";"6120520";"CENTRO DE SAUDE JANAINA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.593683";"-44.1900901";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"606";"841.2"
"211130005000662";"0.0508302";"755";"58";"61.0";"14853.374568661937";"542";"Urbana";"1";"1";"0.050830238764027";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"39";"6120520";"CENTRO DE SAUDE JANAINA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.593683";"-44.1900901";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"636";"832.8"
"211130005000663";"0.0764031";"896";"64";"72.0";"11727.272846258857";"543";"Urbana";"1";"1";"0.076403113443683";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"39";"6120520";"CENTRO DE SAUDE JANAINA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.593683";"-44.1900901";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"760";"985.6"
"211130005000665";"0.0754973";"893";"64";"63.0";"11828.237566111635";"544";"Urbana";"1";"1";"0.075497310344741";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"39";"6120520";"CENTRO DE SAUDE JANAINA";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.593683";"-44.1900901";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"766";"975.4"
"211130005000666";"0.0731503";"800";"66";"43.0";"10936.387137168269";"545";"Urbana";"1";"1";"0.073150259519033";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"33";"2645793";"U S F ANTONIO CARLOS SOUSA REIS OLIMPICA I";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.59746477997791";"-44.1872823531554";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"691";"867.4"
"211130005000667";"0.0704156";"881";"75";"65.0";"12511.432125835754";"546";"Urbana";"1";"1";"0.070415637512495";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"33";"2645793";"U S F ANTONIO CARLOS SOUSA REIS OLIMPICA I";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.59746477997791";"-44.1872823531554";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"741";"970.5"
"211130005000668";"0.0757141";"821";"60";"56.0";"10843.422823489944";"547";"Urbana";"1";"1";"0.075714103353991";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"33";"2645793";"U S F ANTONIO CARLOS SOUSA REIS OLIMPICA I";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.59746477997791";"-44.1872823531554";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"705";"895.8"
"211130005000669";"0.0694723";"848";"68";"66.0";"12206.303807416769";"548";"Urbana";"1";"1";"0.069472277019051";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"33";"2645793";"U S F ANTONIO CARLOS SOUSA REIS OLIMPICA I";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.59746477997791";"-44.1872823531554";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"714";"934.8"
"211130005000670";"0.079164";"925";"66";"50.0";"11684.604112980647";"549";"Urbana";"1";"1";"0.079164027728892";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"68";"7798342";"CENTRO DE SAUDE DR EXPEDITO ALVES DE MELO";"AMBULATORIAL - 01 ATENCAO BASICA";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.60632565543694";"-44.1879706877025";"3000";"atenção básica; clínica geral; enfermagem";"809";"998"
"211130005000671";"0.1040986";"1026";"69";"72.0";"9856.040330993885";"550";"Urbana";"1";"1";"0.104098600357227";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"9";"2645750";"CENTRO DE SAUDE JAILSON ALVES VIANA OLIMPICA III";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.60679727846113";"-44.1856210871616";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"885";"1118.1"
"211130005000673";"0.0733165";"883";"70";"72.0";"12043.673661454106";"551";"Urbana";"1";"1";"0.073316458038401";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"17";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.59400946830655";"-44.1799389916673";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"741";"975.6"
"211130005000674";"0.111101";"968";"72";"82.0";"8712.792864150637";"552";"Urbana";"1";"1";"0.111100995684119";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"17";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.59400946830655";"-44.1799389916673";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"814";"1069.6"
"211130005000675";"0.0925294";"982";"69";"82.0";"10612.843053126899";"553";"Urbana";"1";"1";"0.092529439141872";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"33";"2645793";"U S F ANTONIO CARLOS SOUSA REIS OLIMPICA I";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.59746477997791";"-44.1872823531554";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"831";"1082.1"
"211130005000677";"0.0798913";"512";"31";"44.0";"6408.707831766413";"554";"Urbana";"1";"1";"0.079891334489634";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"9";"2645750";"CENTRO DE SAUDE JAILSON ALVES VIANA OLIMPICA III";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.60679727846113";"-44.1856210871616";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"437";"562.7"
"211130005000678";"0.1120084";"973";"67";"63.0";"8686.848486363524";"555";"Urbana";"1";"1";"0.112008396301218";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"9";"2645750";"CENTRO DE SAUDE JAILSON ALVES VIANA OLIMPICA III";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.60679727846113";"-44.1856210871616";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"843";"1056.9"
"211130005000679";"0.0571036";"641";"58";"54.0";"11225.21172045195";"556";"Urbana";"1";"1";"0.05710355096521";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"17";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.59400946830655";"-44.1799389916673";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"529";"713.2"
"211130005000680";"0.0957663";"1023";"63";"83.0";"10682.254613574922";"557";"Urbana";"1";"1";"0.095766317787875";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"17";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.59400946830655";"-44.1799389916673";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"877";"1120.9"
"211130005000681";"0.1060801";"920";"65";"69.0";"8672.691673556115";"558";"Urbana";"1";"1";"0.10608014496998";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"17";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.59400946830655";"-44.1799389916673";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"786";"1007.7"
"211130005000682";"0.0653423";"663";"53";"47.0";"10146.566619173183";"559";"Urbana";"1";"1";"0.065342309682236";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"17";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.59400946830655";"-44.1799389916673";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"563";"727.1"
"211130005000683";"0.0944054";"938";"59";"69.0";"9935.87231238891";"560";"Urbana";"1";"1";"0.094405388453776";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"33";"2645793";"U S F ANTONIO CARLOS SOUSA REIS OLIMPICA I";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.59746477997791";"-44.1872823531554";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"810";"1022.7"
"211130005000685";"0.1080466";"1060";"92";"75.0";"9810.581730475553";"561";"Urbana";"1";"1";"0.108046617386042";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"17";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.59400946830655";"-44.1799389916673";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"893";"1166"
"211130005000686";"0.1042911";"1008";"61";"59.0";"9665.254273854624";"562";"Urbana";"1";"1";"0.104291050181209";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000074";"Cidade Olímpica";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"9";"2645750";"CENTRO DE SAUDE JAILSON ALVES VIANA OLIMPICA III";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.60679727846113";"-44.1856210871616";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"888";"1085.7"
