"CD_SETOR";"AREA_KM2";"POPULACAO";"POPULACAO_INFANTIL";"POPULACAO_IDOSA";"POPULACAO_ADULTA";"POPULACAO_EQUIVALENTE";"DENSIDADE_HAB_KM2";"RENDA_MEDIA";"SITUACAO_COBERTURA";"DISTANCIA_UBS_M";"CNES";"NOME FANTASIA";"NIVEL_REFERENCIA";"PESO_COMPLEXIDADE";"CAPACIDADE/MES";"INDICE_SOBRECARGA";"CLASSIFICACAO"
"211130005001008";"0.052688";"792";"63";"63.0";"666";"873.9";"15031.885818402672";"1338.75";"Coberto";"433.65";"2309297";"CENTRO DE SAUDE SAO RAIMUNDO";"I";"0.8";"3000";"12.0308";"Sobrecarregado"
"211130005001009";"0.0594155";"862";"61";"77.0";"724";"954.1";"14507.998754533748";"1636.82";"Coberto";"630.63";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001010";"0.1316983";"460";"30";"32.0";"398";"500.6";"3492.8317222014257";"1427.8";"Coberto";"876.66";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001011";"0.0590291";"644";"38";"89.0";"517";"734.2";"10909.873265897668";"1577.43";"Coberto";"597.33";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005001013";"0.1610315";"682";"56";"47.0";"579";"747.6";"4235.196219373229";"1234.79";"Coberto";"762.87";"7071116";"CENTRO DE SAUDE DRA VALDECY ELEOTERIA MARTINS";"I";"0.8";"3000";"8.1458";"Sobrecarregado"
"211130005001014";"0.0190034";"404";"36";"37.0";"331";"451.6";"21259.353589357695";"1337.86";"Coberto";"386.3";"666394";"CENTRO DE SAUDE BARRETO";"I";"0.8";"3000";"6.4971";"Sobrecarregado"
"211130005001015";"0.0601036";"830";"50";"134.0";"646";"962.2";"13809.488949081253";"1948.04";"Coberto";"863.5";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
"211130005001018";"0.0704803";"566";"36";"37.0";"493";"613.6";"8030.612809536849";"1058.61";"Coberto";"840.53";"7798342";"CENTRO DE SAUDE DR EXPEDITO ALVES DE MELO";"I";"0.8";"3000";"6.3368";"Sobrecarregado"
"211130005001019";"1.0162477";"153";"11";"";"";"";"150.5538462719276";"2145.83";"Coberto";"661.92";"2645750";"CENTRO DE SAUDE JAILSON ALVES VIANA OLIMPICA III";"II";"1.0";"6000";"1.3243";"Sobrecarregado"
"211130005001021";"0.1100135";"299";"16";"56.0";"227";"351.8";"2717.8482640766815";"1335.73";"Coberto";"1141.92";"948357";"CENTRO ATENDIMENTO A PESSOA COM HIPERTENSAO E DIABETES";"II";"1.0";"6000";"2.9033";"Sobrecarregado"
"211130005001022";"0.0195326";"654";"41";"61.0";"552";"723.3";"33482.48569058906";"1319.98";"Coberto";"448.85";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001023";"0.0232405";"598";"41";"80.0";"477";"682.5";"25730.943826509756";"1568.63";"Coberto";"319.06";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001024";"0.1557707";"335";"15";"60.0";"260";"390.5";"2150.596999307315";"2860.08";"Coberto";"595.7";"7152744";"NUCLEO DE ASSISTENCIA DE SAUDE NAS";"II";"1.0";"6000";"0.3563";"Adequado"
"211130005001025";"0.0370169";"604";"36";"99.0";"469";"701.2";"16316.871483025321";"1500.47";"Coberto";"1105.58";"2455838";"CENTRO DE SAUDE DO JOAO PAULO";"I";"0.8";"3000";"13.5985";"Sobrecarregado"
"211130005001026";"0.0626852";"435";"15";"83.0";"337";"508.9";"6939.437060103502";"2691.42";"Coberto";"586.87";"666394";"CENTRO DE SAUDE BARRETO";"I";"0.8";"3000";"6.4971";"Sobrecarregado"
"211130005001029";"0.0243994";"616";"38";"91.0";"487";"707.8";"25246.522455470214";"1334.47";"Coberto";"824.57";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005001030";"0.074366";"752";"42";"91.0";"619";"845.8";"10112.148024634913";"1439.53";"Coberto";"847.97";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005001031";"0.055038";"768";"39";"145.0";"584";"903.5";"13953.995421345253";"2043.47";"Coberto";"924.55";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005001032";"0.0756669";"580";"15";"76.0";"489";"648.3";"7665.17460078317";"4257.84";"Coberto";"174.72";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005001033";"0.0944519";"1072";"68";"89.0";"915";"1177.2";"11349.692277233173";"1314.86";"Coberto";"1008.06";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005001034";"0.0952239";"536";"20";"91.0";"425";"618.8";"5628.838978449738";"12029.94";"Coberto";"569.3";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001035";"0.0388601";"570";"26";"142.0";"402";"696.6";"14668.00136901346";"13981.43";"Coberto";"1405.92";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001036";"0.064643";"717";"34";"68.0";"615";"788.4";"11091.688195164208";"1425.62";"Coberto";"692.76";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005001037";"0.0492628";"841";"35";"145.0";"661";"974.5";"17071.70522179007";"2215.69";"Coberto";"1188.49";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005001039";"0.0466317";"477";"36";"42.0";"399";"528.6";"10229.093084747072";"1508.02";"Coberto";"1170.34";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005001040";"0.0749962";"699";"31";"102.0";"566";"796.1";"9320.47223726002";"2594.8";"Coberto";"1268.97";"3173828";"CENTRO DE SAUDE FABICIANA DE MORAES";"II";"1.0";"6000";"2.5042";"Sobrecarregado"
"211130005001041";"0.0713089";"349";"18";"31.0";"300";"382.8";"4894.199742248163";"1456.76";"Coberto";"994.6";"2697963";"CENTRO DE SAUDE DA LIBERDADE";"II";"1.0";"6000";"3.6108";"Sobrecarregado"
"211130005001042";"0.8164878";"388";"47";"30.0";"311";"435.5";"475.206120654834";"1316.75";"Coberto";"1441.82";"2645769";"UNIDADE DE SAUDE DA FAMILIA VILA SARNEY";"II";"1.0";"6000";"2.4627";"Sobrecarregado"
"211130005001043";"0.529134";"80";"5";"20.0";"55";"98.5";"151.19043569303807";"2225.76";"Coberto";"927.52";"2458721";"CENTRO DE SAUDE MARACANA";"II";"1.0";"6000";"0.4696";"Adequado"
"211130005001044";"0.076464";"681";"24";"107.0";"550";"778.6";"8906.15191462649";"5584.98";"Coberto";"1043.48";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001045";"0.0420039";"393";"17";"66.0";"310";"454.3";"9356.274060265832";"7093.47";"Coberto";"1241.35";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001046";"0.0916251";"788";"60";"49.0";"679";"857.2";"8600.263464923913";"1078.63";"Coberto";"537.22";"666394";"CENTRO DE SAUDE BARRETO";"I";"0.8";"3000";"6.4971";"Sobrecarregado"
"211130005001047";"0.0588264";"842";"56";"87.0";"699";"939.6";"14313.30151088627";"1637.24";"Coberto";"622.67";"666394";"CENTRO DE SAUDE BARRETO";"I";"0.8";"3000";"6.4971";"Sobrecarregado"
"211130005001048";"0.2825039";"0";"0";"0";"0";"0";"0.0";"";"Coberto";"710.98";"2458179";"CENTRO DE SAUDE VILA ITAMAR";"II";"1.0";"6000";"1.3406";"Sobrecarregado"
"211130005001050";"0.0277436";"801";"60";"55.0";"686";"875";"28871.523522542135";"1352.73";"Coberto";"330.2";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001051";"0.04316";"736";"47";"96.0";"593";"836.3";"17052.82669138091";"1751.23";"Coberto";"1151.31";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005001052";"0.0693661";"768";"36";"114.0";"618";"877.2";"11071.690638510743";"6005.46";"Coberto";"310.84";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001053";"0.1340242";"531";"15";"110.0";"406";"626.5";"3961.971047019866";"2808.12";"Coberto";"283.41";"2310007";"CENTRO DE SAUDE SAO CRISTOVAO";"II";"1.0";"6000";"1.3360";"Sobrecarregado"
"211130005001054";"0.1241426";"906";"48";"112.0";"746";"1019.6";"7298.0588452312095";"4055.71";"Coberto";"765.95";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005001055";"0.2945465";"470";"22";"43.0";"405";"515.4";"1595.6733486902747";"5044.29";"Coberto";"269.32";"2310007";"CENTRO DE SAUDE SAO CRISTOVAO";"II";"1.0";"6000";"1.3360";"Sobrecarregado"
"211130005001059";"0.0886045";"795";"46";"94.0";"655";"893.2";"8972.456252221953";"1470.66";"Coberto";"1207.55";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005001061";"0.0213551";"505";"46";"54.0";"405";"571.2";"23647.746908232697";"1266.06";"Coberto";"1319.92";"2876175";"CENTRO DE SAUDE BAIRRO DE FATIMA";"I";"0.8";"3000";"6.6602";"Sobrecarregado"
"211130005001062";"0.0546358";"595";"30";"84.0";"481";"677.2";"10890.295374095374";"1621.68";"Coberto";"340.32";"724203";"UBS VEREADOR BATISTA MATOS ALEMANHA";"I";"0.8";"3000";"5.7863";"Sobrecarregado"
"211130005001063";"0.0380839";"271";"8";"65.0";"198";"327";"7115.867860171884";"3236.38";"Coberto";"453.09";"2309289";"CENTRO DE SAUDE COHAB ANIL";"II";"1.0";"6000";"2.2815";"Sobrecarregado"
"211130005001065";"0.1976236";"754";"46";"102.0";"606";"858.6";"3815.3337961660445";"1275.15";"Coberto";"785.06";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005001066";"0.0343914";"594";"38";"43.0";"513";"647.4";"17271.75980041522";"1081.08";"Coberto";"570.79";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005001067";"0.2792555";"806";"58";"68.0";"680";"889.4";"2886.2457498598956";"2618.03";"Coberto";"2331.42";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001068";"0.4045935";"731";"37";"126.0";"568";"850.3";"1806.7517149929497";"6239.21";"Coberto";"1607.62";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001070";"0.0328152";"344";"14";"24.0";"306";"370.2";"10482.946927033812";"1674.05";"Coberto";"587.58";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005001071";"0.0603631";"592";"44";"56.0";"492";"658.8";"9807.316058983053";"1216.01";"Coberto";"529.33";"2645777";"UNIDADE DE SAUDE DA FAMILIA SANTA CLARA";"II";"1.0";"6000";"2.0846";"Sobrecarregado"
"211130005001072";"0.0268186";"302";"18";"25.0";"259";"331";"11260.84135637207";"1146.46";"Coberto";"536.26";"2645777";"UNIDADE DE SAUDE DA FAMILIA SANTA CLARA";"II";"1.0";"6000";"2.0846";"Sobrecarregado"
"211130005001073";"0.078829";"482";"19";"38.0";"425";"521.9";"6114.501008512096";"1381.64";"Coberto";"731.63";"2645777";"UNIDADE DE SAUDE DA FAMILIA SANTA CLARA";"II";"1.0";"6000";"2.0846";"Sobrecarregado"
"211130005001075";"0.4222073";"569";"18";"79.0";"472";"641.2";"1347.6792087678257";"6032.1";"Coberto";"1671.13";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001078";"0.3364585";"646";"54";"46.0";"546";"709.8";"1919.99904891688";"1665.41";"Coberto";"665.23";"2309440";"CENTRO DE SAUDE ITAPERA";"II";"1.0";"6000";"0.9884";"Em risco"
"211130005001079";"0.3214718";"555";"40";"90.0";"425";"647";"1726.4344804116568";"1430.35";"Coberto";"435.23";"2309440";"CENTRO DE SAUDE ITAPERA";"II";"1.0";"6000";"0.9884";"Em risco"
"211130005001080";"0.0199661";"X";"X";"";"";"";"";"X";"Coberto";"802.38";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001081";"0.1307902";"385";"21";"56.0";"308";"440.3";"2943.6456248251015";"4247.1";"Coberto";"715.58";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001082";"0.3831731";"420";"20";"99.0";"301";"509.2";"1096.1103480385236";"2134.19";"Coberto";"828.93";"5992982";"CLINICA DA FAMILIA VILA MARANHAO";"II";"1.0";"6000";"2.0846";"Sobrecarregado"
"211130005001083";"0.0255048";"427";"20";"70.0";"337";"493";"16741.946613970704";"1485.9";"Coberto";"732.78";"2455838";"CENTRO DE SAUDE DO JOAO PAULO";"I";"0.8";"3000";"13.5985";"Sobrecarregado"
"211130005001084";"0.0129232";"191";"9";"15.0";"167";"207.5";"14779.621146465273";"2038.26";"Coberto";"727.36";"2455838";"CENTRO DE SAUDE DO JOAO PAULO";"I";"0.8";"3000";"13.5985";"Sobrecarregado"
"211130005001085";"0.0610078";"645";"42";"65.0";"538";"718";"10572.41860876806";"1690.5";"Coberto";"850.43";"2455838";"CENTRO DE SAUDE DO JOAO PAULO";"I";"0.8";"3000";"13.5985";"Sobrecarregado"
"211130005001086";"0.0843904";"609";"41";"82.0";"486";"695.1";"7216.460640072804";"1451.83";"Coberto";"726.81";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001090";"0.2997631";"815";"62";"59.0";"694";"893.2";"2718.8136231577537";"1209.14";"Coberto";"823.49";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001091";"0.5597923";"428";"26";"18.0";"384";"455.4";"764.569287573266";"2438.1";"Coberto";"1110.1";"724203";"UBS VEREADOR BATISTA MATOS ALEMANHA";"I";"0.8";"3000";"5.7863";"Sobrecarregado"
"211130005001092";"0.1092597";"252";"22";"31.0";"199";"287.8";"2306.431374056491";"2186.59";"Coberto";"222.84";"2455765";"CLINICA DA FAMILIA DO SACAVEM";"I";"0.8";"3000";"10.0696";"Sobrecarregado"
"211130005001093";"0.1009583";"285";"18";"40.0";"227";"326";"2822.947692265024";"1329.96";"Coberto";"579.99";"842761";"CENTRO DE SAUDE IPASE";"II";"1.0";"6000";"6.2819";"Sobrecarregado"
"211130005001094";"0.0970133";"572";"27";"83.0";"462";"651.9";"5896.098782331907";"1736.8";"Coberto";"1015.91";"842761";"CENTRO DE SAUDE IPASE";"II";"1.0";"6000";"6.2819";"Sobrecarregado"
"211130005001095";"0.011734";"93";"16";"6.0";"71";"105.8";"7925.686040565877";"903.13";"Coberto";"746.59";"2308797";"CENTRO DE SAUDE DO RADIONAL";"I";"0.8";"3000";"9.0882";"Sobrecarregado"
"211130005001096";"0.0500252";"761";"38";"120.0";"603";"876";"15212.332984175975";"1903.15";"Coberto";"438.94";"2308797";"CENTRO DE SAUDE DO RADIONAL";"I";"0.8";"3000";"9.0882";"Sobrecarregado"
"211130005001097";"0.0757589";"723";"30";"135.0";"558";"846";"9543.433180787999";"2751.94";"Coberto";"1499.34";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005001098";"0.147439";"734";"47";"91.0";"596";"830.3";"4978.330021229119";"1325.61";"Coberto";"1016.04";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005001099";"0.120523";"834";"44";"69.0";"721";"911.2";"6919.84102619417";"1634.59";"Coberto";"530.6";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005001100";"0.7131169";"231";"16";"23.0";"192";"257.4";"323.9300597139122";"1781.65";"Coberto";"1223.63";"2309300";"CENTRO DE SAUDE SALOMAO FIQUENE";"II";"1.0";"6000";"3.0198";"Sobrecarregado"
"211130005001102";"0.0265694";"476";"41";"14.0";"421";"507.7";"17915.34622535699";"1266.24";"Coberto";"2113.27";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001105";"4.1211416";"207";"22";"14.0";"171";"229.2";"50.22880067988928";"824.98";"Coberto";"2125.85";"2456818";"CENTRO DE SAUDE YVES PARGA";"II";"1.0";"6000";"1.2619";"Sobrecarregado"
"211130005001107";"3.2877151";"475";"51";"45.0";"379";"536.5";"144.47723891890755";"1307.16";"Coberto";"2450.39";"2881314";"CLINICA DA FAMILIA MORADA DO SOL";"II";"1.0";"6000";"2.1230";"Sobrecarregado"
"211130005001108";"4.1635303";"278";"30";"16.0";"232";"305.8";"66.77025984415198";"1210.88";"Coberto";"979.97";"2645769";"UNIDADE DE SAUDE DA FAMILIA VILA SARNEY";"II";"1.0";"6000";"2.4627";"Sobrecarregado"
"211130005001110";"0.9344128";"456";"40";"45.0";"371";"512";"488.00701360255334";"1215.9";"Coberto";"1516.27";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005001111";"2.911052";"288";"21";"41.0";"226";"331.3";"98.93330658469858";"1321.45";"Coberto";"2478.05";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005001112";"0.1522653";"0";"0";"0";"0";"0";"0.0";"";"Coberto";"1507.1";"842761";"CENTRO DE SAUDE IPASE";"II";"1.0";"6000";"6.2819";"Sobrecarregado"
"211130005001113";"0.08998";"359";"12";"106.0";"241";"449.8";"3989.775505667926";"3522.72";"Coberto";"178.24";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005001114";"0.0280962";"81";"0";"28.0";"53";"103.4";"2882.952142994426";"2984.78";"Coberto";"362.28";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005001115";"0.0448278";"374";"20";"92.0";"262";"457.6";"8343.03713320752";"3686.66";"Coberto";"819.78";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005001116";"0.070778";"586";"46";"28.0";"512";"631.4";"8279.408855859167";"1061.21";"Coberto";"675.38";"7798342";"CENTRO DE SAUDE DR EXPEDITO ALVES DE MELO";"I";"0.8";"3000";"6.3368";"Sobrecarregado"
"211130005001118";"0.059298";"493";"40";"36.0";"417";"541.8";"8313.93976188067";"1338.92";"Coberto";"476.63";"7798342";"CENTRO DE SAUDE DR EXPEDITO ALVES DE MELO";"I";"0.8";"3000";"6.3368";"Sobrecarregado"
"211130005001119";"0.0455856";"380";"20";"26.0";"334";"410.8";"8335.965743568146";"1204.18";"Coberto";"418.42";"7798342";"CENTRO DE SAUDE DR EXPEDITO ALVES DE MELO";"I";"0.8";"3000";"6.3368";"Sobrecarregado"
"211130005001120";"12.0698553";"46";"3";"4.0";"39";"50.7";"3.811147595116571";"1220.87";"Coberto";"1923";"3827402";"CENTRO DE SAUDE GAPARA";"II";"1.0";"6000";"1.6667";"Sobrecarregado"
"211130005001122";"10.98902";"161";"6";"16.0";"139";"176.8";"14.65098798618985";"1273.53";"Coberto";"2151.19";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005001123";"15.6950756";"1052";"82";"122.0";"848";"1190.6";"67.0273929741377";"1426.32";"Coberto";"2670.88";"3827402";"CENTRO DE SAUDE GAPARA";"II";"1.0";"6000";"1.6667";"Sobrecarregado"
"211130005001124";"0.6032008";"343";"33";"25.0";"285";"379.5";"568.6331980992068";"1820.97";"Coberto";"1480.39";"2309262";"CENTRO DE SAUDE DE PEDRINHAS I";"II";"1.0";"6000";"0.6638";"Adequado"
"211130005001125";"0.800824";"625";"57";"51.0";"517";"694.3";"780.4461404753105";"1492.83";"Coberto";"1127.89";"2309262";"CENTRO DE SAUDE DE PEDRINHAS I";"II";"1.0";"6000";"0.6638";"Adequado"
"211130005001126";"0.2482714";"187";"9";"26.0";"152";"212.3";"753.2079812656633";"1228.42";"Coberto";"1082.49";"2456818";"CENTRO DE SAUDE YVES PARGA";"II";"1.0";"6000";"1.2619";"Sobrecarregado"
"211130005001127";"0.0534795";"779";"58";"34.0";"687";"835.2";"14566.329154161875";"1067";"Coberto";"1019.54";"929417";"CLINICA DA FAMILIA DO CENTRO";"II";"1.0";"6000";"0.8770";"Adequado"
"211130005001128";"0.0204414";"893";"63";"37.0";"793";"954.1";"43685.85321944681";"1114.65";"Coberto";"738.92";"2697963";"CENTRO DE SAUDE DA LIBERDADE";"II";"1.0";"6000";"3.6108";"Sobrecarregado"
"211130005001129";"0.0228743";"761";"41";"54.0";"666";"824.7";"33268.77762379614";"1811.81";"Coberto";"859.2";"2697963";"CENTRO DE SAUDE DA LIBERDADE";"II";"1.0";"6000";"3.6108";"Sobrecarregado"
"211130005001130";"0.0131061";"332";"23";"";"";"";"25331.715765941048";"5353.91";"Coberto";"653.44";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005001131";"0.0692237";"436";"20";"84.0";"332";"513.2";"6298.420916535811";"16898.62";"Coberto";"1262.44";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001132";"0.0624133";"596";"64";"50.0";"482";"668";"9549.246715043108";"18968.25";"Coberto";"1231.29";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001133";"0.0885966";"211";"9";"50.0";"152";"255.5";"2381.581234494326";"19666.78";"Coberto";"1246.64";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001134";"0.0218989";"452";"23";"94.0";"335";"538.7";"20640.30613409806";"2246.72";"Coberto";"865.52";"2697963";"CENTRO DE SAUDE DA LIBERDADE";"II";"1.0";"6000";"3.6108";"Sobrecarregado"
"211130005001135";"0.0559475";"396";"26";"58.0";"312";"455.4";"7078.0642566691995";"5025.53";"Coberto";"854.27";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001138";"0.0513189";"579";"31";"115.0";"433";"686.5";"11282.393036483634";"11630.97";"Coberto";"1559.91";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001139";"0.0207947";"779";"64";"95.0";"620";"887";"37461.46854727407";"15032.16";"Coberto";"1754.46";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001140";"0.0093736";"269";"21";"33.0";"215";"305.9";"28697.6188444141";"12502.08";"Coberto";"1891.47";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001141";"0.0093079";"305";"19";"49.0";"237";"353.7";"32767.863857583347";"11420.38";"Coberto";"1015.39";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001142";"0.01059";"284";"14";"37.0";"233";"320.6";"26817.75259678942";"9898.49";"Coberto";"974.92";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001145";"0.005695";"299";"10";"26.0";"263";"324.8";"52502.19490781387";"8333.84";"Coberto";"2845.53";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001146";"0.0079355";"325";"20";"25.0";"280";"355";"40955.201310566445";"8436.66";"Coberto";"2803.58";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001147";"0.0081666";"319";"21";"25.0";"273";"349.5";"39061.54335953763";"7483.61";"Coberto";"2753.98";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001148";"0.0060129";"298";"15";"20.0";"263";"321.5";"49560.11242495302";"8462.4";"Coberto";"2724.24";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001149";"0.0070142";"323";"16";"41.0";"266";"363.8";"46049.442559379546";"9279.21";"Coberto";"2752.53";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001150";"0.0067424";"314";"21";"32.0";"261";"350.1";"46570.953962980544";"6818.85";"Coberto";"2796.16";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001151";"0.0071198";"310";"19";"26.0";"265";"340.3";"43540.54889182281";"9381.09";"Coberto";"2817.95";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001152";"0.006507";"326";"22";"36.0";"268";"365.8";"50099.892423543875";"8697";"Coberto";"2768.68";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001153";"0.0315213";"560";"45";"46.0";"469";"619.3";"17765.76473686047";"16509.42";"Coberto";"2740.65";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001154";"0.0161074";"393";"34";"59.0";"300";"457.2";"24398.723568049467";"13134.62";"Coberto";"2541.64";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
