"CD_SETOR";"AREA_KM2";"POPULACAO";"POPULACAO_INFANTIL";"POPULACAO_IDOSA";"POPULACAO_ADULTA";"POPULACAO_EQUIVALENTE";"DENSIDADE_HAB_KM2";"RENDA_MEDIA";"SITUACAO_COBERTURA";"DISTANCIA_UBS_M";"CNES";"NOME FANTASIA";"NIVEL_REFERENCIA";"PESO_COMPLEXIDADE";"CAPACIDADE/MES";"INDICE_SOBRECARGA";"CLASSIFICACAO"
"211130005000297";"0.0585837";"776";"38";"66.0";"672";"847.8";"13246.005288160359";"1493.12";"Coberto";"641.73";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005000298";"0.0344582";"622";"36";"48.0";"538";"678.4";"18050.855819514658";"1246.08";"Coberto";"448.31";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005000299";"0.088517";"543";"26";"90.0";"427";"628";"6134.414858162839";"2468.83";"Coberto";"888.7";"3226387";"CENTRO DE SAUDE DA VILA LOBAO";"I";"0.8";"3000";"4.7487";"Sobrecarregado"
"211130005000300";"0.036516";"645";"39";"79.0";"527";"727.7";"17663.489976996385";"1723.02";"Coberto";"432.96";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005000301";"0.1135212";"990";"49";"111.0";"830";"1103.3";"8720.83804610945";"1574.08";"Coberto";"211.19";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005000302";"0.0900552";"1058";"49";"201.0";"808";"1243.3";"11748.349900949639";"2339.53";"Coberto";"273.05";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005000303";"0.0532502";"745";"40";"114.0";"591";"856.2";"13990.557781942603";"2000.86";"Coberto";"271.39";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005000304";"0.0308987";"613";"43";"83.0";"487";"700.9";"19839.022353691256";"1517.64";"Coberto";"474.6";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005000306";"0.038122";"709";"47";"103.0";"559";"814.9";"18598.184775195423";"1530.52";"Coberto";"387.25";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005000307";"0.3896374";"697";"30";"148.0";"519";"830.4";"1788.8426521684005";"7413.47";"Coberto";"1513.81";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005000308";"0.5774984";"894";"47";"135.0";"712";"1025.5";"1548.0562370389252";"16849.6";"Coberto";"1546.42";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005000310";"0.0877045";"616";"18";"110.0";"488";"713";"7023.584878769048";"2258.68";"Coberto";"355.39";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005000311";"0.0555137";"699";"35";"85.0";"579";"784.5";"12591.486425873252";"3429.4";"Coberto";"605.83";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005000312";"0.025479";"642";"37";"66.0";"539";"713.3";"25197.221241022016";"1490.34";"Coberto";"414.65";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005000313";"0.1033904";"291";"13";"37.0";"241";"327.1";"2814.5746607035085";"4521.41";"Coberto";"632.19";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005000314";"0.0229512";"455";"26";"45.0";"384";"504";"19824.671476872667";"1701.51";"Coberto";"304.04";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005000315";"0.3098511";"846";"50";"144.0";"652";"986.2";"2730.343703798373";"8711.85";"Coberto";"767.2";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005000316";"0.125492";"647";"20";"128.0";"499";"759.4";"5155.70713670991";"5303.28";"Coberto";"778.72";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005000317";"0.0386843";"539";"23";"89.0";"427";"621.7";"13933.301106650502";"5289.4";"Coberto";"841.39";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005000318";"0.0253625";"570";"38";"64.0";"468";"640.2";"22474.12518482011";"1491.98";"Coberto";"1135.31";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005000320";"0.2016839";"952";"45";"120.0";"787";"1070.5";"4720.2577895409595";"5525.57";"Coberto";"1474.16";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005000321";"0.4367785";"567";"15";"43.0";"509";"608.9";"1298.1408196603084";"3230.42";"Coberto";"1489.6";"2309289";"CENTRO DE SAUDE COHAB ANIL";"II";"1.0";"6000";"2.2815";"Sobrecarregado"
"211130005000322";"0.005365";"0";"0";"0";"0";"0";"0.0";"";"Coberto";"1844.28";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005000323";"0.0295603";"525";"24";"92.0";"409";"610.6";"17760.306898103197";"3442.77";"Coberto";"1673.45";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005000324";"0.0185971";"375";"17";"41.0";"317";"416.3";"20164.43423974706";"3401.59";"Coberto";"1786.86";"2697971";"CENTRO DE SAUDE DJALMA MARQUES";"I";"0.8";"3000";"6.9379";"Sobrecarregado"
"211130005000325";"0.0208048";"403";"13";"30.0";"360";"433.5";"19370.529877720528";"3841.3";"Coberto";"1837.55";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005000326";"0.1235635";"720";"21";"218.0";"481";"904.9";"5826.963464129779";"4421.03";"Coberto";"1528.93";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005000327";"0.1205933";"965";"42";"282.0";"641";"1211.6";"8002.102936066929";"3871.06";"Coberto";"1209.83";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005000329";"0.0651424";"719";"48";"81.0";"590";"807.8";"11037.358156899347";"1576.34";"Coberto";"989.93";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005000330";"0.109252";"1023";"44";"175.0";"804";"1185";"9363.67297623842";"1802.04";"Coberto";"676.05";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005000331";"0.0542953";"611";"31";"91.0";"489";"699.3";"11253.276066252512";"1557.89";"Coberto";"1225.45";"2309289";"CENTRO DE SAUDE COHAB ANIL";"II";"1.0";"6000";"2.2815";"Sobrecarregado"
"211130005000332";"0.0556236";"274";"11";"38.0";"225";"309.9";"4925.966676015217";"1924.32";"Coberto";"1253.7";"2309289";"CENTRO DE SAUDE COHAB ANIL";"II";"1.0";"6000";"2.2815";"Sobrecarregado"
"211130005000334";"0.0557768";"542";"23";"88.0";"431";"623.9";"9717.301817243011";"1605.11";"Coberto";"755.04";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005000335";"0.1081402";"849";"38";"148.0";"663";"986.4";"7850.919454559914";"1756.27";"Coberto";"803.26";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005000336";"0.0887676";"681";"41";"111.0";"529";"790.3";"7671.718059291904";"1532.34";"Coberto";"1175.18";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005000337";"0.1406415";"820";"57";"143.0";"620";"962.9";"5830.427007675544";"1872.77";"Coberto";"768.79";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005000340";"0.0921242";"845";"60";"116.0";"669";"967.8";"9172.399868872673";"1587.6";"Coberto";"1078.25";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005000341";"0.1494095";"623";"30";"103.0";"490";"720.4";"4169.748242246979";"1936.59";"Coberto";"957.89";"2309289";"CENTRO DE SAUDE COHAB ANIL";"II";"1.0";"6000";"2.2815";"Sobrecarregado"
"211130005000342";"0.0696896";"1074";"79";"118.0";"877";"1207.9";"15411.194783726696";"1513.16";"Coberto";"1128.67";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000343";"0.0601487";"802";"57";"96.0";"649";"907.3";"13333.621508029268";"1497.76";"Coberto";"949.65";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000344";"0.0372708";"502";"34";"61.0";"407";"567.8";"13468.989128218338";"1368.56";"Coberto";"729.8";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000346";"0.0754533";"977";"61";"139.0";"777";"1118.7";"12948.406497794";"1444.09";"Coberto";"544.79";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000347";"0.0869687";"829";"24";"243.0";"562";"1035.4";"9532.165020288909";"3053.11";"Coberto";"653.18";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000348";"0.0492615";"674";"50";"83.0";"541";"765.4";"13682.084386386936";"1294.19";"Coberto";"1136.11";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000349";"0.0446654";"710";"59";"70.0";"581";"795.5";"15895.973169388386";"1484.82";"Coberto";"925.51";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000350";"0.0528881";"644";"48";"64.0";"532";"719.2";"12176.65221477043";"1370.87";"Coberto";"1158.02";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000351";"0.1086354";"828";"26";"220.0";"582";"1017";"7621.824929995196";"2927.14";"Coberto";"877.27";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000352";"0.0682836";"638";"18";"144.0";"476";"762.2";"9343.385527418004";"2826.98";"Coberto";"534.44";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000354";"0.1118179";"432";"20";"76.0";"336";"502.8";"3863.4243712321554";"3116.47";"Coberto";"1185.41";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005000355";"0.0467891";"486";"18";"87.0";"381";"564.6";"10387.034587115375";"1975.64";"Coberto";"1156.81";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005000356";"0.1798805";"878";"44";"149.0";"685";"1019.2";"4881.018231548167";"3253.87";"Coberto";"876.83";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005000357";"0.0434637";"609";"35";"46.0";"528";"663.3";"14011.69251582355";"1412.88";"Coberto";"334.87";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005000358";"0.059748";"649";"23";"119.0";"507";"755.7";"10862.28827743188";"3870.52";"Coberto";"546.27";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005000359";"0.1744595";"920";"30";"178.0";"712";"1077.4";"5273.430223060367";"4270.45";"Coberto";"756.95";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005000360";"0.0611515";"391";"19";"81.0";"291";"465.3";"6393.955994538155";"5099.92";"Coberto";"314.45";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005000362";"0.05676";"373";"6";"114.0";"253";"467.2";"6571.5292459478505";"4764.34";"Coberto";"244.39";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005000364";"0.064553";"793";"53";"79.0";"661";"882.7";"12284.479420011463";"1357.87";"Coberto";"359.77";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005000365";"0.0729656";"591";"25";"104.0";"462";"686.7";"8099.707259311236";"2557.91";"Coberto";"1021.83";"2310007";"CENTRO DE SAUDE SAO CRISTOVAO";"II";"1.0";"6000";"1.3360";"Sobrecarregado"
"211130005000366";"0.127683";"897";"35";"143.0";"719";"1028.9";"7025.210873804657";"1907.99";"Coberto";"163.2";"2310007";"CENTRO DE SAUDE SAO CRISTOVAO";"II";"1.0";"6000";"1.3360";"Sobrecarregado"
"211130005000373";"0.1789567";"733";"40";"102.0";"591";"834.6";"4095.9628781710885";"1919.38";"Coberto";"279.5";"3226387";"CENTRO DE SAUDE DA VILA LOBAO";"I";"0.8";"3000";"4.7487";"Sobrecarregado"
"211130005000374";"0.312543";"590";"37";"122.0";"431";"706.1";"1887.7402469420206";"2707.14";"Coberto";"1007.85";"3226387";"CENTRO DE SAUDE DA VILA LOBAO";"I";"0.8";"3000";"4.7487";"Sobrecarregado"
"211130005000376";"0.056886";"744";"59";"83.0";"602";"839.9";"13078.789157261892";"1219.37";"Coberto";"343.69";"2455765";"CLINICA DA FAMILIA DO SACAVEM";"I";"0.8";"3000";"10.0696";"Sobrecarregado"
"211130005000378";"0.03828";"680";"31";"91.0";"558";"768.3";"17763.845350052245";"1294.5";"Coberto";"602.58";"2455765";"CLINICA DA FAMILIA DO SACAVEM";"I";"0.8";"3000";"10.0696";"Sobrecarregado"
"211130005000380";"0.0450788";"851";"47";"120.0";"684";"970.5";"18878.05354179792";"1344.35";"Coberto";"695.37";"2455765";"CLINICA DA FAMILIA DO SACAVEM";"I";"0.8";"3000";"10.0696";"Sobrecarregado"
"211130005000381";"0.0406705";"538";"25";"78.0";"435";"612.9";"13228.261270454015";"1487.07";"Coberto";"675.04";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000382";"0.0486511";"657";"50";"98.0";"509";"760.4";"13504.319532343565";"1836.64";"Coberto";"533.23";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000383";"0.0399162";"864";"41";"126.0";"697";"985.3";"21645.347001969127";"1574.75";"Coberto";"670.99";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000384";"0.0538734";"827";"64";"97.0";"666";"936.6";"15350.803921787005";"1251.26";"Coberto";"817.62";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000385";"0.0431126";"783";"35";"119.0";"629";"895.7";"18161.743898535464";"1344.93";"Coberto";"898.51";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000386";"0.0862387";"1092";"91";"105.0";"896";"1221.5";"12662.528539971034";"1294.1";"Coberto";"823.11";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000387";"0.031833";"555";"37";"69.0";"449";"628.7";"17434.737536518707";"1668.34";"Coberto";"769.74";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000388";"0.0647316";"956";"71";"56.0";"829";"1036.3";"14768.67557730691";"1119.93";"Coberto";"701.95";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000390";"0.0513028";"696";"48";"58.0";"590";"766.4";"13566.510989653585";"1259.54";"Coberto";"542.23";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000391";"0.0543191";"975";"67";"153.0";"755";"1130.9";"17949.487381050127";"1323.02";"Coberto";"489.75";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000393";"0.0719513";"919";"63";"107.0";"749";"1036.1";"12772.528084968584";"1176.96";"Coberto";"271.09";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000394";"0.0412437";"780";"48";"90.0";"642";"876";"18911.979284108846";"1186.43";"Coberto";"402.51";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000395";"0.0445925";"613";"36";"39.0";"538";"662.2";"13746.70628468913";"1239.72";"Coberto";"1027.15";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000396";"0.0552815";"715";"58";"61.0";"596";"792.8";"12933.802447473387";"1428.78";"Coberto";"407.35";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000397";"0.0147248";"219";"14";"28.0";"177";"248.4";"14872.867543192438";"1491.79";"Coberto";"280.07";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000398";"0.0297253";"534";"25";"79.0";"430";"609.7";"17964.494891557024";"1372.83";"Coberto";"158.98";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000399";"0.0517422";"953";"52";"96.0";"805";"1055.8";"18418.23501899803";"1386.06";"Coberto";"296.03";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000401";"0.032718";"626";"51";"63.0";"512";"701.9";"19133.198850785502";"1323.73";"Coberto";"385.93";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000402";"0.1067387";"512";"42";"44.0";"426";"568.2";"4796.76068754819";"1135.53";"Coberto";"1172.2";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000403";"0.0706888";"1094";"67";"121.0";"906";"1224.3";"15476.28478627449";"1278.41";"Coberto";"223.09";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000406";"0.1111977";"964";"65";"134.0";"765";"1103.7";"8669.244058105518";"2329.66";"Coberto";"674.03";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000407";"0.0949606";"910";"47";"121.0";"742";"1030.3";"9582.921759129575";"3296.55";"Coberto";"1066.04";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000409";"0.0652555";"926";"67";"100.0";"759";"1039.5";"14190.374757683261";"1400.73";"Coberto";"795.77";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000410";"0.0449591";"916";"77";"63.0";"776";"1004.9";"20374.07332442153";"1092.83";"Coberto";"1259.57";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000411";"0.1685992";"753";"58";"72.0";"623";"839.6";"4466.213362815482";"1077.68";"Coberto";"1498.44";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005000412";"1.3833097";"646";"46";"78.0";"522";"731.4";"466.99593012323993";"3498.2";"Coberto";"1909.52";"2455838";"CENTRO DE SAUDE DO JOAO PAULO";"I";"0.8";"3000";"13.5985";"Sobrecarregado"
"211130005000414";"0.4584697";"763";"47";"73.0";"643";"844.9";"1664.2321182839346";"1746.79";"Coberto";"785.35";"2456869";"CENTRO DE SAUDE VILA BACANGA EMBRIAO";"I";"0.8";"3000";"8.6153";"Sobrecarregado"
"211130005000415";"0.0643157";"1006";"53";"132.0";"821";"1138.1";"15641.592954752883";"1619.27";"Coberto";"878.49";"2456869";"CENTRO DE SAUDE VILA BACANGA EMBRIAO";"I";"0.8";"3000";"8.6153";"Sobrecarregado"
"211130005000417";"0.0997766";"1156";"70";"138.0";"948";"1301.4";"11585.88286231441";"1416.51";"Coberto";"758.11";"2456869";"CENTRO DE SAUDE VILA BACANGA EMBRIAO";"I";"0.8";"3000";"8.6153";"Sobrecarregado"
"211130005000422";"0.5887358";"1044";"77";"96.0";"871";"1159.3";"1773.2911774687389";"1473.68";"Coberto";"605.44";"3827402";"CENTRO DE SAUDE GAPARA";"II";"1.0";"6000";"1.6667";"Sobrecarregado"
"211130005000423";"0.0989699";"619";"49";"54.0";"516";"686.7";"6254.426850992069";"1269.19";"Coberto";"1014.23";"3827402";"CENTRO DE SAUDE GAPARA";"II";"1.0";"6000";"1.6667";"Sobrecarregado"
"211130005000426";"0.0677507";"599";"51";"60.0";"488";"672.5";"8841.237064709296";"1168.07";"Coberto";"532.71";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005000427";"0.098108";"1101";"83";"109.0";"909";"1229.7";"11222.326415786683";"1267.48";"Coberto";"632.85";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005000428";"0.0438131";"618";"37";"72.0";"509";"694.1";"14105.370311619128";"1475.6";"Coberto";"321";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005000429";"0.0524272";"721";"50";"110.0";"561";"834";"13752.403332621234";"1854.57";"Coberto";"230.41";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005000430";"0.0586351";"923";"51";"113.0";"759";"1038.9";"15741.424505117242";"1372.42";"Coberto";"528.51";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005000431";"0.0590237";"1085";"62";"125.0";"898";"1216";"18382.446373236515";"1366.42";"Coberto";"760.56";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005000432";"0.0387491";"592";"35";"75.0";"482";"669.5";"15277.774193465139";"1430.58";"Coberto";"744.63";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005000433";"0.0451897";"735";"30";"119.0";"586";"845.2";"16264.768298970783";"1864.31";"Coberto";"551.31";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005000434";"0.0437985";"877";"53";"132.0";"692";"1009.1";"20023.51678710458";"1471.27";"Coberto";"849.73";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005000436";"0.0524506";"747";"40";"115.0";"592";"859";"14241.972446454378";"2106.22";"Coberto";"1099.71";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005000438";"0.0530507";"835";"58";"101.0";"676";"944.8";"15739.660362634235";"1485.49";"Coberto";"948.39";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
"211130005000439";"0.0520816";"720";"37";"132.0";"551";"844.1";"13824.460078031398";"1719.4";"Coberto";"818.99";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
"211130005000440";"0.087527";"1002";"34";"167.0";"801";"1152.6";"11447.896077781714";"2043";"Coberto";"658.71";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
"211130005000443";"0.051938";"833";"36";"142.0";"655";"964.6";"16038.353421387039";"1736.73";"Coberto";"964.58";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
"211130005000444";"0.0528445";"773";"40";"100.0";"633";"873";"14627.823141481138";"1704.16";"Coberto";"743.51";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
"211130005000445";"0.0576155";"767";"39";"118.0";"610";"880.9";"13312.389895080318";"2172.37";"Coberto";"612.3";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
"211130005000446";"0.0806009";"852";"37";"153.0";"662";"992.9";"10570.60156896511";"2272.71";"Coberto";"434.11";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
"211130005000447";"0.0969523";"764";"42";"121.0";"601";"881.8";"7880.163750627886";"2106.58";"Coberto";"313.44";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
"211130005000448";"0.0806432";"1060";"48";"149.0";"863";"1203.2";"13144.31966985437";"1562.16";"Coberto";"580.08";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
"211130005000450";"0.0929852";"825";"38";"120.0";"667";"940";"8872.379690531396";"2308.54";"Coberto";"100.25";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
"211130005000451";"0.1223362";"523";"25";"76.0";"422";"596.3";"4275.10418012003";"1682.06";"Coberto";"558.15";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
