CD_SETOR;AREA_KM2;POPULAÇÃO;POPULAÇÃO INFANTIL;POPULAÇÃO IDOSA;DENSIDADE POPULACIONAL (hab/KM²)
211130005001232;0.0739758;560;32;82.0;7570.0431762819735
211130005001233;0.054107;422;25;40.0;7799.360526364426
211130005001234;0.0803178;736;45;61.0;9163.597608500233
211130005001235;0.0852133;635;41;57.0;7451.888378926763
211130005001237;0.0753524;647;36;115.0;8586.32239981739
211130005001238;0.0359648;523;26;103.0;14541.996618916275
211130005001239;0.0540613;689;41;98.0;12744.79156069129
211130005001240;0.0594716;447;22;24.0;7516.192602855817
211130005001241;0.0628723;777;51;70.0;12358.383580686565
211130005001242;0.0522629;474;38;38.0;9069.53115881438
211130005001243;0.0959176;929;87;55.0;9685.396632109227
211130005001244;0.0584798;588;27;54.0;10054.753949226913
211130005001245;0.1120427;1055;80;96.0;9416.052986941586
211130005001246;0.1111397;864;49;70.0;7773.999749864361
211130005001247;0.0959539;882;55;82.0;9191.914033718276
211130005001248;0.067692;641;40;64.0;9469.3612243692
211130005001249;0.0155047;494;59;16.0;31861.306571555724
211130005001250;0.0191522;616;71;26.0;32163.406814882885
211130005001251;0.0216522;730;80;16.0;33714.81881748737
211130005001252;0.02666;634;71;15.0;23780.94523630908
211130005001253;0.3606069;549;44;66.0;1522.4334309742826
211130005001254;0.0677787;826;96;35.0;12186.719426604524
211130005001255;0.1369441;608;42;47.0;4439.767759253593
211130005001258;0.0745793;520;28;47.0;6972.444096418175
211130005001259;0.0276555;682;51;61.0;24660.555766484063
211130005001262;0.0689885;707;38;119.0;10248.084825731825
211130005001263;0.0211336;698;37;46.0;33027.97441041753
211130005001264;0.0106155;407;19;30.0;38340.16296924309
211130005001265;0.0120366;389;11;25.0;32318.09647242577
211130005001266;0.0177174;1116;93;120.0;62988.92614040434
211130005001267;0.0193202;127;11;11.0;6573.430916864215
211130005001268;0.0357572;577;25;74.0;16136.610249124651
211130005001269;0.0355166;598;36;102.0;16837.197254241677
211130005001270;0.0191535;632;34;69.0;32996.5802594826
211130005001271;0.4076676;462;33;42.0;1133.2762279857413
211130005001272;0.0124275;377;25;23.0;30335.948501307586
211130005001273;0.0112101;456;47;11.0;40677.60323279899
211130005001274;0.1681995;864;41;108.0;5136.757243630332
211130005001275;0.0780076;580;21;77.0;7435.172983145232
211130005001276;0.015383;281;12;22.0;18266.91802639277
211130005001277;0.0217348;463;18;47.0;21302.243406886653
211130005001278;0.0172706;477;36;26.0;27619.1909951015
211130005001279;0.0133524;490;32;21.0;36697.52254276384
211130005001280;0.0133414;412;26;28.0;30881.316803333983
211130005001282;0.0173468;637;50;30.0;36721.47024235017
211130005001283;0.144366;579;35;82.0;4010.6396242882674
211130005001284;0.0993044;606;25;50.0;6102.448632688985
211130005001285;0.085266;602;39;45.0;7060.258485210988
211130005001286;0.0676447;718;51;73.0;10614.283158917106
211130005001287;0.0206004;582;27;36.0;28251.878604298945
211130005001288;0.0157093;575;28;31.0;36602.52207291222
211130005001289;0.0161878;558;35;26.0;34470.403637307114
211130005001290;0.0130798;513;38;25.0;39220.78319240355
211130005001291;0.0125112;335;21;16.0;26776.0086962082
211130005001292;0.0135073;411;24;19.0;30427.990790165317
211130005001294;1.8641281;1216;83;134.0;652.3156858157977
211130005001295;0.0341532;691;61;17.0;20232.364756450348
211130005001296;0.0367274;737;56;50.0;20066.762144883654
211130005001297;0.0304674;734;55;53.0;24091.323841220452
211130005001298;0.2102603;1257;176;149.0;5978.3040355216835
211130005001300;0.086839;993;100;59.0;11434.95434079158
211130005001301;0.0560651;667;54;32.0;11896.88415788075
211130005001302;0.0519026;649;63;38.0;12504.190541514297
211130005001303;0.0605735;667;59;38.0;11011.41588318324
211130005001304;0.0504472;655;66;34.0;12983.872246626177
211130005001305;0.0401165;544;45;30.0;13560.505029102738
211130005001306;0.0479106;619;63;17.0;12919.896640826873
211130005001307;0.04607;454;37;42.0;9854.569133926634
211130005001308;0.0234429;676;85;35.0;28836.022847002718
211130005001309;0.02058;485;55;25.0;23566.56948493683
211130005001310;0.0493994;749;68;36.0;15162.127475232492
211130005001311;0.0197277;641;74;28.0;32492.383805512047
211130005001312;0.0216563;433;35;22.0;19994.18183161482
211130005001313;0.0448169;585;59;16.0;13053.11166100288
211130005001314;0.0481845;541;51;27.0;11227.676950056553
211130005001315;0.0380188;447;37;20.0;11757.341104927036
211130005001316;0.0120997;565;70;8.0;46695.37261254412
211130005001317;0.0401726;600;54;29.0;14935.553088423452
211130005001318;0.0523302;681;46;30.0;13013.518006810598
211130005001319;0.0482563;351;23;17.0;7273.661677335394
211130005001320;0.0100693;382;28;20.0;37937.0959252381
211130005001321;0.0391201;485;33;17.0;12397.718819737169
211130005001322;0.0170267;310;20;12.0;18206.698890565996
211130005001323;0.0221612;502;29;14.0;22652.202949298775
211130005001324;0.0165567;500;36;23.0;30199.254682394436
211130005001326;2.759519;547;44;57.0;198.22295117373716
211130005001327;0.2117266;863;76;82.0;4076.0112333547136
211130005001328;0.1751983;652;40;88.0;3721.4972976335957
211130005001329;0.0258134;501;40;33.0;19408.524254844382
211130005001330;0.0212036;655;34;37.0;30890.980776849214
211130005001331;0.0105366;348;18;39.0;33027.73190592791
211130005001333;0.0317145;514;34;96.0;16207.097699790316
211130005001336;5.2123118;516;53;38.0;98.99638007073943
211130005001339;0.0186649;388;34;;20787.681691302925
211130005001340;0.031602;386;45;;12214.416809062719
211130005001341;0.0161579;285;29;10.0;17638.430736667513
211130005001342;0.0172225;301;26;14.0;17477.13746552475
211130005001343;0.0182431;332;30;14.0;18198.661411711822
211130005001344;0.0207494;292;32;;14072.69607795888
211130005001345;0.0730581;748;52;40.0;10238.426676850342
211130005001346;0.067659;954;75;43.0;14100.119717997606
211130005001347;0.0677801;737;76;35.0;10873.39794423437
211130005001348;0.1264975;837;95;26.0;6616.731555959604
211130005001349;0.2551005;512;56;43.0;2007.0521225948205
211130005001351;0.0112711;321;21;;28479.91766553398
211130005001352;0.0140326;462;37;27.0;32923.33566124596
211130005001353;0.0126526;310;21;13.0;24500.89309707096
211130005001354;0.0143194;429;23;31.0;29959.3558389318
211130005001355;0.0126121;341;17;24.0;27037.527453794373
211130005001356;0.0178394;465;25;43.0;26065.899077323233
211130005001357;0.0111183;438;39;27.0;39394.511750897174
211130005001358;0.0125845;457;28;36.0;36314.51388612976
211130005001359;0.1016916;418;30;19.0;4110.4673345684405
211130005001360;3.7269309;190;15;28.0;50.98028514561405
211130005001361;0.0094376;206;19;;21827.58328388573
211130005001362;1.1634851;31;6;;26.644088523351094
211130005001363;4.6678115;451;36;44.0;96.61915439387387
211130005001364;1.7233875;53;4;;30.753385411000135
211130005001365;0.0586837;24;0;;408.9721677399346
211130005001366;0.1590814;101;4;;634.8950914437514
211130005001367;0.0167005;505;29;40.0;30238.61561031107
211130005001368;0.0176642;521;22;36.0;29494.684163449234
211130005001369;0.0108047;292;13;17.0;27025.276037280073
211130005001370;0.0261296;275;17;;10524.462678341804
211130005001371;0.2948378;X;X;;
211130005001372;1.0781827;136;9;15.0;126.13817676725847
211130005001373;0.133991;907;70;57.0;6769.111358225552
211130005001374;0.1373347;985;74;57.0;7172.258722668051
211130005001375;0.0432904;779;49;102.0;17994.7517232458
211130005001376;0.0305742;374;22;65.0;12232.535928985877
211130005001377;0.1037199;465;21;77.0;4483.228387223667
211130005001378;0.100192;616;37;84.0;6148.195464707761
211130005001379;0.0595058;776;46;88.0;13040.745607991154
211130005001380;0.0460348;397;25;62.0;8623.910606758365
211130005001381;0.3066595;894;71;83.0;2915.285520259441
211130005001382;0.3003404;509;37;41.0;1694.7436974845875
211130005001383;0.0789461;581;64;23.0;7359.451575188641
211130005001384;0.0809739;1010;71;78.0;12473.154930168857
211130005001385;0.0763308;683;66;24.0;8947.895213989634
211130005001386;0.0652431;388;27;26.0;5946.989030257606
211130005001387;0.0909939;658;57;35.0;7231.253963177751
211130005001388;0.1040441;659;42;20.0;6333.852664399038
211130005001389;0.1262291;811;76;50.0;6424.8259711904775
211130005001390;0.051963;921;51;77.0;17724.149875873216
211130005001391;0.0610762;786;50;82.0;12869.169987654766
211130005001392;0.0633567;669;44;68.0;10559.262082778932
211130005001393;0.1627476;691;48;75.0;4245.838341087672
211130005001394;0.1995655;1146;99;121.0;5742.475528084764
211130005001396;1.7431935;737;76;55.0;422.7872579836949
211130005001397;0.2885536;830;75;52.0;2876.4153349672292
211130005001398;0.0774357;678;59;70.0;8755.651463084856
211130005001399;0.0986043;490;44;51.0;4969.357320116871
211130005001400;0.0959301;697;58;64.0;7265.707009583019
211130005001401;0.1929989;563;29;74.0;2917.1150716403044
211130005001402;0.4031897;390;26;54.0;967.2866147126279
211130005001404;0.1007493;743;59;45.0;7374.741065198468
211130005001405;0.0903633;812;59;54.0;8985.94894166105
211130005001406;0.0093998;541;36;16.0;57554.41605140535
211130005001407;0.0088124;564;56;26.0;64000.72624937588
211130005001408;0.0095783;525;40;21.0;54811.39659438522
211130005001409;0.0103984;502;41;13.0;48276.657947376516
211130005001410;0.0100317;482;45;13.0;48047.68882642025
211130005001411;0.0113772;504;49;17.0;44299.12456491931
211130005001412;0.0328028;643;61;20.0;19601.985196385674
211130005001413;0.1455273;524;40;18.0;3600.6989753812513
211130005001415;0.0110234;221;15;19.0;20048.26097211387
211130005001416;0.00884;372;26;31.0;42081.4479638009
211130005001417;0.0123668;403;25;33.0;32587.249733156514
211130005001418;0.055372;305;19;20.0;5508.199089792675
211130005001419;0.1677308;653;52;45.0;3893.143060189303
211130005001420;0.0190269;442;28;44.0;23230.268724805406
211130005001421;0.1599193;542;40;20.0;3389.2094325075213
211130005001422;0.0570251;341;37;20.0;5979.82292008256
211130005001423;0.0809437;355;30;20.0;4385.7644263852535
211130005001424;0.0489498;504;44;38.0;10296.262701788362
211130005001425;0.0580729;611;56;34.0;10521.258624935212
211130005001426;0.1453166;366;47;11.0;2518.638613895453
211130005001427;0.1304415;565;64;28.0;4331.443597321405
211130005001428;0.1460359;223;32;;1527.021780260881
211130005001429;0.0486959;536;57;25.0;11007.086838933052
211130005001430;0.3405293;209;21;9.0;613.7504173649669
211130005001431;0.0986518;167;22;11.0;1692.8226347618595
211130005001432;0.1447408;111;16;;766.8881200048638
211130005001433;0.0793708;126;8;;1587.4855740398232
211130005001434;2.7946364;602;65;39.0;215.41263829527162
211130005001435;0.1409087;122;15;;865.8088535342389
211130005001436;0.0474324;569;58;24.0;11996.019598417959
211130005001437;0.0642138;765;58;40.0;11913.327041850816
211130005001438;0.3029263;441;46;26.0;1455.7996449961593
211130005001439;0.2472088;400;25;41.0;1618.0653763134646
211130005001440;0.0315946;620;37;99.0;19623.606565678943
211130005001441;0.0437866;500;37;40.0;11419.018603865108
211130005001442;0.0543286;729;59;53.0;13418.346874390285
211130005001443;0.0545513;723;104;25.0;13253.579658046647
211130005001444;0.1337191;473;58;18.0;3537.265805707636
211130005001445;0.0527461;542;51;17.0;10275.641232242764
211130005001446;0.0517293;601;60;33.0;11618.173839584144
211130005001447;0.0533199;525;67;16.0;9846.230019186081
211130005001448;0.0657891;333;37;;5061.6287500513
211130005001449;0.0794835;507;65;23.0;6378.68236803865
211130005001450;0.0624429;605;89;14.0;9688.851734945045
211130005001452;1.2831255;363;19;50.0;282.9029584401526
211130005001453;0.0165257;690;83;11.0;41753.148126856955
211130005001454;0.016234;124;12;5.0;7638.290008623877
211130005001455;0.0752835;512;31;105.0;6800.959041489835
211130005001456;0.0583014;464;33;88.0;7958.642502581412
211130005001457;0.0435662;611;19;138.0;14024.633775725219
211130005001458;0.0250865;442;24;64.0;17619.038128076852
211130005001459;0.230191;1144;92;65.0;4969.785960354662
211130005001460;0.0627763;702;52;57.0;11182.564120535935
211130005001461;0.0317226;266;9;48.0;8385.189108080674
211130005001462;0.0500565;226;13;38.0;4514.898165073468
211130005001463;0.0727709;183;8;23.0;2514.741469461007
211130005001464;0.1074141;250;11;37.0;2327.4411832338587
211130005001465;0.8627376;891;86;58.0;1032.75897561437
211130005001467;0.0476574;518;28;60.0;10869.245909344614
211130005001468;0.0419869;560;25;54.0;13337.49336102451
211130005001469;0.9069193;452;37;55.0;498.3905403711223
211130005001471;0.0107607;419;42;12.0;38937.98730565856
211130005001474;4.9946921;291;26;37.0;58.26184961431356
211130005001475;0.0149332;575;57;10.0;38504.80807864356
211130005001477;0.2544877;682;48;56.0;2679.8937630384494
211130005001478;0.2517251;431;31;56.0;1712.1852369906696
211130005001479;0.119982;528;41;35.0;4400.660099014852
211130005001480;0.1506606;716;22;221.0;4752.40374723053
211130005001481;0.0075594;162;12;16.0;21430.272243828877
211130005001483;0.6114603;871;66;80.0;1424.4587915192533
211130005001484;0.0173367;229;9;51.0;13208.972872576673
211130005001485;0.0213101;743;36;136.0;34866.096358064955
211130005001486;0.0525877;614;51;57.0;11675.734059485392
211130005001487;0.0324346;403;23;32.0;12425.002928970913
211130005001488;0.1582626;731;87;33.0;4618.905540538321
211130005001490;1.8705414;1421;119;96.0;759.6731085449378
211130005001491;1.2006041;277;10;40.0;230.71718645638472
211130005001492;0.0328443;433;24;53.0;13183.413864810636
211130005001493;0.1027011;423;25;49.0;4118.7484846803
211130005001494;0.0775445;1038;80;67.0;13385.862311318017
211130005001495;0.0997097;684;39;56.0;6859.914331303775
211130005001496;0.0819795;508;31;54.0;6196.671118999262
211130005001497;0.2147886;379;24;59.0;1764.5256778059916
211130005001498;0.015771;119;3;20.0;7545.494895694629
211130005001499;0.0121013;783;71;;64703.7921545619
211130005001500;0.0094886;571;51;23.0;60177.47612924984
211130005001501;0.0109149;599;57;22.0;54879.11020714803
211130005001502;0.0273876;579;49;29.0;21140.95430048635
211130005001503;0.0647502;679;43;56.0;10486.454095894685
211130005001504;0.0807998;435;49;21.0;5383.67669226904
211130005001506;0.0422824;233;24;19.0;5510.567044444024
211130005001507;0.0720324;300;26;16.0;4164.79251003715
211130005001508;0.1247;490;38;32.0;3929.4306335204487
211130005001509;0.0120691;379;22;37.0;31402.507229205163
211130005001510;0.0096939;252;15;17.0;25995.729273048
211130005001511;0.055256;667;46;43.0;12071.087302736354
211130005001512;0.0332464;705;32;115.0;21205.303431348955
211130005001513;0.0154777;347;17;61.0;22419.351712463736
211130005001514;0.0177379;416;19;57.0;23452.60712936706
211130005001515;0.033237;699;26;121.0;21030.778951168875
211130005001516;0.048196;660;41;37.0;13694.082496472736
211130005001517;0.0544599;561;35;40.0;10301.157365327517
211130005001518;0.0352151;672;37;72.0;19082.723036424715
211130005001519;0.0867439;934;81;75.0;10767.327731402438
211130005001520;0.1326137;468;33;28.0;3529.047149728874
211130005001521;0.0301946;727;44;99.0;24077.15286839369
211130005001522;0.2031062;724;29;198.0;3564.6376132289415
211130005001523;0.2205046;655;53;38.0;2970.4595731789723
211130005001524;1.5135417;768;50;124.0;507.4191216535362
211130005001525;0.0656104;161;4;41.0;2453.8792630436637
211130005001526;0.1926489;993;53;138.0;5154.454554373267
211130005001527;0.0072841;274;26;17.0;37616.177702118315
211130005001528;0.0421004;540;40;23.0;12826.481458608469
211130005001529;0.0367493;565;48;27.0;15374.442506387877
211130005001530;0.0457549;678;58;21.0;14818.085057556676
211130005001531;0.2404565;499;42;34.0;2075.2194263827346
211130005001532;0.4498669;965;72;89.0;2145.078911117933
211130005001533;0.0201532;447;31;9.0;22180.100430700833
211130005001534;0.0157353;407;34;18.0;25865.41089143518
211130005001535;5.5279046;238;20;31.0;43.05428859969834
211130005001536;0.2046736;754;51;38.0;3683.9142908513845
211130005001537;0.0136077;330;25;;24250.975550607374
211130005001538;0.0322699;660;41;39.0;20452.495979225223
211130005001539;4.1038299;348;23;61.0;84.79883632603779
211130005001541;0.107531;607;42;82.0;5644.883800950423
211130005001542;0.2697534;1135;74;142.0;4207.546596261623
211130005001543;0.0190221;516;39;9.0;27126.34251738767
211130005001544;0.0084317;210;5;14.0;24906.009464283594
211130005001545;0.090457;456;16;97.0;5041.069237317179
211130005001546;0.1263377;390;18;24.0;3086.9645402757847
211130005001547;0.1017438;502;38;47.0;4933.961578002788
211130005001548;0.0195654;252;13;17.0;12879.879787788646
211130005001549;0.2321931;496;32;38.0;2136.153055366417
211130005001550;0.136537;322;35;23.0;2358.3351033053314
211130005001551;0.1874091;178;9;19.0;949.7937933643564
211130005001552;0.1010266;601;33;62.0;5948.928302051143
211130005001553;0.125357;250;12;27.0;1994.3042670134098
211130005001554;0.2598852;684;58;48.0;2631.9313296794126
211130005001555;0.1082133;238;25;13.0;2199.3599677673633
211130005001556;0.0629463;370;17;31.0;5878.026190578319
211130005001557;0.8443852;33;X;;39.081689257462116
211130005001558;0.314546;578;57;32.0;1837.5690677993045
211130005001559;0.0985784;221;10;23.0;2241.8704300333543
211130005001560;0.6022234;170;8;27.0;282.28727080349256
211130005001561;0.0621632;712;52;46.0;11453.721816122721
211130005001562;0.1410324;711;63;43.0;5041.394743335574
211130005001563;0.1086292;552;43;24.0;5081.506629893252
211130005001564;0.3126553;406;13;73.0;1298.554670271062
211130005001565;0.012449;284;10;38.0;22813.07735561089
211130005001566;0.0295984;474;21;72.0;16014.379155630033
211130005001567;0.2614553;404;15;80.0;1545.1972096186232
211130005001568;0.0282959;686;41;101.0;24243.79503744359
211130005001569;0.0313823;732;45;64.0;23325.25022066579
211130005001570;0.0144211;469;23;68.0;32521.790986817927
211130005001571;0.0601557;97;11;;1612.4822751626198
211130005001572;0.119854;148;9;24.0;1234.8357167887596
211130005001573;0.1984469;430;36;34.0;2166.826491116767
211130005001574;0.0410813;587;32;51.0;14288.739645532152
211130005001575;0.0312449;505;47;42.0;16162.637742479574
211130005001576;0.1603886;273;18;35.0;1702.1159857994896
211130005001577;0.2112404;445;18;113.0;2106.604607830699
211130005001578;0.0583849;662;60;60.0;11338.548152005056
211130005001579;0.036128;403;12;55.0;11154.782993799823
211130005001580;0.0587174;267;4;84.0;4547.204065575111
211130005001581;0.0523648;220;10;51.0;4201.295526766072
211130005001582;0.0379876;615;38;45.0;16189.493413640239
211130005001583;0.0356089;404;29;45.0;11345.478237182278
211130005001584;0.028006;431;25;34.0;15389.559380132829
211130005001585;0.0342564;554;41;42.0;16172.160530586985
211130005001586;0.0396206;773;43;97.0;19510.052851294527
211130005001587;0.1439686;835;29;98.0;5799.8758062521965
211130005001588;0.1085917;275;15;38.0;2532.421907014993
211130005001589;0.0832461;669;26;90.0;8036.4125166224
211130005001590;0.0873877;322;11;63.0;3684.7290865877007
211130005001591;0.0666666;430;32;33.0;6450.006450006449
211130005001592;0.0995018;586;49;44.0;5889.3406953442045
211130005001593;0.0321565;251;9;61.0;7805.575855581298
211130005001594;0.0579442;897;48;133.0;15480.410463860058
211130005001595;0.1553358;203;4;50.0;1306.8462002963902
211130005001596;0.0569779;213;12;45.0;3738.291513025226
211130005001597;0.0723913;301;13;52.0;4157.9582076851775
211130005001598;0.0295379;176;5;27.0;5958.446605885997
211130005001599;0.028562;235;14;47.0;8227.71514599818
211130005001600;0.2538183;371;10;99.0;1461.675537185459
211130005001602;0.1127993;42;X;6.0;372.342736169462
211130005001603;0.2997178;684;51;67.0;2282.1467393661637
211130005001604;0.1910316;893;86;39.0;4674.619277648306
211130005001605;0.1860186;683;42;58.0;3671.675843168371
211130005001606;0.286882;437;34;56.0;1523.2743776186724
211130005001607;0.229259;116;12;15.0;505.97795506392333
211130005001608;0.1107181;875;60;93.0;7902.953536955565
211130005001609;0.3819697;336;25;30.0;879.6509251911866
211130005001610;2.3362737;336;29;49.0;143.81876575505686
211130005001611;0.2036246;413;61;28.0;2028.2421672037663
211130005001613;0.1699087;453;31;36.0;2666.1377551590945
211130005001614;0.1814696;586;35;79.0;3229.191004994776
211130005001615;0.0598229;643;38;88.0;10748.392338051148
211130005001616;0.0903992;613;44;87.0;6781.0334604731015
211130005001618;0.7904889;452;34;43.0;571.7980353677325
211130005001619;0.5013733;692;71;36.0;1380.2091176374968
211130005001620;0.0297134;384;24;41.0;12923.462141659991
211130005001621;0.0541443;734;48;86.0;13556.366967529362
211130005001622;0.0569473;619;45;65.0;10869.69882681005
211130005001623;0.0704196;753;58;68.0;10693.045686144198
211130005001624;0.0413262;394;25;70.0;9533.90343172128
211130005001625;0.0849277;654;47;89.0;7700.667744446158
211130005001626;0.0756382;674;44;85.0;8910.841347361518
211130005001627;0.015606;425;24;14.0;27233.115468409585
211130005001628;0.2447622;478;28;88.0;1952.9159322803928
211130005001629;0.0756614;435;15;64.0;5749.298849875894
211130005001630;0.1184164;286;13;61.0;2415.2060018713623
211130005001631;0.0767887;535;24;82.0;6967.170950934187
211130005001632;0.0194124;415;21;82.0;21378.088232263915
211130005001633;0.0235656;650;30;117.0;27582.577995043623
211130005001634;0.0445888;210;12;24.0;4709.702885029425
211130005001635;0.3803164;647;30;58.0;1701.2150935379068
211130005001636;0.030322;440;26;34.0;14510.916166479783
211130005001637;0.0122261;404;11;17.0;33044.0614750411
211130005001638;0.095354;707;21;120.0;7414.4765819997065
211130005001639;0.0598274;518;26;81.0;8658.240204321097
211130005001640;0.0768821;896;44;183.0;11654.208196706386
211130005001641;0.1021546;127;6;19.0;1243.213717248171
211130005001642;0.096894;495;29;64.0;5108.675459780791
211130005001643;0.0373699;585;33;52.0;15654.310019561199
211130005001644;0.0384051;230;8;51.0;5988.787947434065
211130005001645;0.0417633;498;24;79.0;11924.345058939307
211130005001646;0.0625024;926;47;140.0;14815.431087446243
211130005001647;0.0227389;354;21;47.0;15568.035393092894
211130005001648;0.0710527;680;48;86.0;9570.361154467037
211130005001649;0.1831259;493;24;79.0;2692.1369396682826
211130005001650;0.1177466;534;29;81.0;4535.162798755972
211130005001651;0.0587875;509;41;95.0;8658.303210716564
211130005001652;0.2192683;169;13;28.0;770.7452468049418
211130005001653;0.4758584;609;47;72.0;1279.79247608112
211130005001654;0.0582904;675;29;109.0;11579.951415670505
211130005001655;0.0738667;418;21;55.0;5658.842211713804
211130005001656;0.0775673;559;48;88.0;7206.645068218179
211130005001658;0.2904637;560;33;64.0;1927.951754384455
211130005001659;0.1669225;776;53;70.0;4648.863993769563
211130005001660;0.2673594;516;36;56.0;1929.9863778868444
211130005001661;0.2834289;1005;89;90.0;3545.8628248566047
211130005001662;1.0053689;50;8;;49.7329885577324
211130005001663;0.0154561;393;22;34.0;25426.854122320638
211130005001666;0.0498428;484;33;72.0;9710.529906024542
211130005001667;0.0539046;768;48;91.0;14247.392615843546
211130005001668;0.4005881;X;X;;
211130005001669;0.3243721;853;80;69.0;2629.695957204704
211130005001670;0.1226456;630;36;56.0;5136.7517464955945
211130005001671;0.090257;811;63;69.0;8985.452651871876
211130005001672;0.3297427;812;84;40.0;2462.526084732126
211130005001673;0.8626471;138;11;;159.9727165372723
211130005001674;0.054181;540;41;79.0;9966.593455270298
211130005001675;0.0475087;379;21;41.0;7977.486228838086
211130005001676;0.0381698;587;30;87.0;15378.65013701932
211130005001677;0.0798917;687;50;72.0;8599.14108724686
211130005001678;0.0612786;516;40;63.0;8420.55791091833
211130005001679;0.0626969;767;56;50.0;12233.459708534234
211130005001680;0.5083035;438;23;93.0;861.6899155720942
211130005001681;0.1936938;202;5;43.0;1042.8831485571557
211130005001682;0.0371065;656;34;80.0;17678.843329335832
211130005001683;0.028535;493;26;58.0;17277.028210968983
211130005001684;0.0238991;53;3;12.0;2217.6567318434586
211130005001685;0.0309914;594;51;49.0;19166.607510470647
211130005001687;0.6859684;524;46;27.0;763.8835841417767
211130005001688;0.5167877;431;25;39.0;833.9981775882051
211130005001690;0.1007191;336;30;27.0;3336.010746720334
211130005001692;0.1330383;486;31;49.0;3653.0833602052944
211130005001693;0.0322914;748;40;161.0;23164.06225806252
211130005001694;0.0380514;239;6;48.0;6280.977835243907
211130005001695;0.0293788;276;8;71.0;9394.529388538675
211130005001697;0.3942245;412;23;35.0;1045.0897902083711
211130005001699;0.0524062;749;46;106.0;14292.202067694281
211130005001700;0.0237506;435;23;73.0;18315.326770692107
211130005001701;0.0450239;577;36;83.0;12815.415812490699
211130005001702;0.0500196;656;37;92.0;13114.85897528169
211130005001703;1.6589986;713;57;60.0;429.7773367620684
211130005001704;1.9983113;673;46;69.0;336.7843638776401
211130005001705;1.9712579;449;47;53.0;227.77334208781105
211130005001706;0.0665464;585;57;27.0;8790.858709111237
211130005001707;0.0284244;467;18;77.0;16429.546446011173
211130005001708;0.0154607;254;10;30.0;16428.751608918094
211130005001709;0.0562443;1014;68;116.0;18028.493554013476
211130005001710;0.1277152;221;11;39.0;1730.4126681867153
211130005001712;0.0191674;467;43;17.0;24364.285192566545
211130005001713;0.0579164;682;80;16.0;11775.593786906646
211130005001714;0.0398568;575;41;40.0;14426.647397683708
211130005001715;0.0447684;486;30;41.0;10855.871552255609
211130005001716;0.0645414;407;14;62.0;6306.029928077172
211130005001717;0.0563533;700;45;86.0;12421.632805887144
211130005001718;0.0890079;731;30;125.0;8212.75414878904
211130005001719;0.0769956;393;14;63.0;5104.187771768777
211130005001720;0.4797883;714;27;109.0;1488.156338951992
211130005001721;0.3148077;249;9;73.0;790.9590521451667
211130005001722;0.086687;630;28;75.0;7267.525695894425
211130005001723;0.1042612;440;12;73.0;4220.170111220665
211130005001724;0.0514075;549;38;79.0;10679.375577493556
211130005001725;0.0333122;588;35;99.0;17651.19085500207
211130005001726;0.0671821;787;58;61.0;11714.429885341484
211130005001727;0.036124;287;14;23.0;7944.856605027128
211130005001728;0.0458219;446;25;63.0;9733.337116095143
211130005001729;0.0522556;434;25;58.0;8305.329955067016
211130005001730;0.6526525;453;40;;694.0906531423691
211130005001731;0.2113378;408;37;17.0;1930.5585654814236
211130005001733;0.0842297;760;38;80.0;9022.945588076414
211130005001734;0.095602;346;13;44.0;3619.1711470471328
211130005001735;0.0213716;392;23;32.0;18342.09886016957
211130005001736;0.0342784;629;50;40.0;18349.74794622853
211130005001737;0.0329315;606;53;22.0;18401.83411019844
211130005001739;0.0143581;327;27;8.0;22774.601096245326
211130005001740;0.0311179;516;51;52.0;16582.09583551589
211130005001741;0.101758;687;46;75.0;6751.311936162268
211130005001742;0.1510365;624;50;44.0;4131.451668967436
211130005001743;0.1618922;511;42;38.0;3156.421371752314
211130005001744;0.1003123;604;44;57.0;6021.195805499426
211130005001745;0.0372815;397;23;61.0;10648.713168729799
211130005001746;0.0422634;675;34;132.0;15971.265918028364
211130005001747;6.9425217;372;46;30.0;53.58283575836716
211130005001748;2.1326677;490;52;64.0;229.75918845678586
211130005001749;0.1587332;369;16;34.0;2324.6554596013943
211130005001750;0.1178558;431;26;53.0;3657.0113647355497
211130005001751;0.1553623;528;21;88.0;3398.5078748190517
211130005001752;0.1714487;421;19;35.0;2455.5450114232417
211130005001753;0.0398007;308;25;30.0;7738.5573620564455
211130005001754;0.061868;912;72;62.0;14741.0616150514
211130005001755;0.0474435;593;33;63.0;12499.077850495853
211130005001756;0.035349;578;41;75.0;16351.24048770828
211130005001757;0.0865297;572;28;102.0;6610.447048816764
211130005001758;0.0671921;269;11;55.0;4003.446833779566
211130005001759;0.049618;736;61;59.0;14833.326615341206
211130005001760;0.0334064;552;47;74.0;16523.77987451506
211130005001761;0.0453439;305;21;12.0;6726.373337979309
211130005001762;0.0267984;498;38;28.0;18583.19899695504
211130005001763;0.0538479;594;32;33.0;11031.070849559594
211130005001765;0.3973259;373;36;32.0;938.7759519326578
211130005001767;0.0693278;223;26;;3216.60286349776
211130005001769;0.0541803;630;35;92.0;11627.842592233708
211130005001770;0.5725696;660;41;64.0;1152.6982920504336
211130005001771;0.0214358;357;37;13.0;16654.3819218317
211130005001773;0.7751834;167;10;25.0;215.432889816784
211130005001774;0.0125496;464;42;11.0;36973.28998533818
211130005001775;0.0242169;731;73;18.0;30185.53159157448
211130005001776;0.0210617;291;36;;13816.548521724268
