fid,CD_SETOR,SITUACAO,CD_SIT,CD_TIPO,AREA_KM2,CD_REGIAO,NM_REGIAO,CD_UF,NM_UF,CD_MUN,NM_MUN,CD_DIST,NM_DIST,CD_SUBDIST,NM_SUBDIST,CD_BAIRRO,NM_BAIRRO,CD_NU,NM_NU,CD_FCU,NM_FCU,CD_AGLOM,NM_AGLOM,CD_RGINT,NM_RGINT,CD_RGI,NM_RGI,CD_CONCURB,NM_CONCURB,fid_2,CNES,NOME FANTASIA,NÍVEL DE ATENÇÃO,TURNO DE ATENDIMENTO,latitude,longitude,capacidade/mes,servicos_inferidos
275,"211130005000314",Urbana,"1","0",0.022951197213578,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
277,"211130005000316",Urbana,"1","0",0.125492009823754,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
278,"211130005000317",Urbana,"1","0",0.038684313468176,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
279,"211130005000318",Urbana,"1","1",0.025362524859294,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000106",Vila 07 de Setembro,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
280,"211130005000320",Urbana,"1","0",0.201683882316105,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
282,"211130005000322",Urbana,"1","4",0.005365040686367,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
609,"211130005000753",Urbana,"1","0",0.294431043285614,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
612,"211130005000757",Urbana,"1","0",0.111746543523883,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
615,"211130005000761",Urbana,"1","0",0.071461866194718,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
616,"211130005000762",Urbana,"1","0",0.109566187058728,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
617,"211130005000763",Urbana,"1","0",0.029983740396562,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
666,"211130005000823",Urbana,"1","0",0.046894812030842,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
669,"211130005000829",Urbana,"1","0",0.08651610479197,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
670,"211130005000831",Urbana,"1","0",0.129624226409108,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
671,"211130005000832",Urbana,"1","0",0.20561662153529,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
672,"211130005000833",Urbana,"1","0",0.19902912001541,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
676,"211130005000839",Urbana,"1","0",0.137844696133657,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
684,"211130005000849",Urbana,"1","0",0.510524867272926,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
725,"211130005000899",Urbana,"1","0",0.082629803527336,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
726,"211130005000900",Urbana,"1","0",0.064531033064409,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
784,"211130005000985",Urbana,"1","0",0.011781796313101,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
785,"211130005000986",Urbana,"1","0",0.010659100496516,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
786,"211130005000987",Urbana,"1","0",0.012577797732364,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
792,"211130005000995",Urbana,"1","0",0.15226940505422,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
801,"211130005001005",Urbana,"1","0",0.124130981313869,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
824,"211130005001034",Urbana,"1","0",0.095223854224882,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
833,"211130005001044",Urbana,"1","0",0.076463971121865,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
834,"211130005001045",Urbana,"1","0",0.042003948740583,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
838,"211130005001050",Urbana,"1","0",0.027743618147224,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
840,"211130005001052",Urbana,"1","0",0.069366055641308,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
850,"211130005001067",Urbana,"1","0",0.279255474235235,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
851,"211130005001068",Urbana,"1","0",0.404593454611841,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
859,"211130005001080",Urbana,"1","4",0.019966114212931,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
860,"211130005001081",Urbana,"1","0",0.130790168927229,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
877,"211130005001102",Urbana,"1","1",0.026569378778519,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000016",Portelinha,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
911,"211130005001146",Urbana,"1","0",0.007935451631878,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
912,"211130005001147",Urbana,"1","0",0.008166625788285,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
913,"211130005001148",Urbana,"1","0",0.006012857811972,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
917,"211130005001152",Urbana,"1","0",0.006506959419527,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
934,"211130005001169",Urbana,"1","0",0.130575915534134,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
935,"211130005001170",Urbana,"1","0",0.023026473800521,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
936,"211130005001171",Urbana,"1","0",0.0084775355885,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
937,"211130005001172",Urbana,"1","0",0.012055389770441,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
938,"211130005001173",Urbana,"1","0",0.010130491365449,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
939,"211130005001174",Urbana,"1","0",0.008279282025447,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
940,"211130005001175",Urbana,"1","0",0.010921912550607,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
941,"211130005001176",Urbana,"1","0",0.012378236004518,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
942,"211130005001177",Urbana,"1","0",0.014148501771746,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,20,2308444,CENTRO DE SAUDE AMAR,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.51161080455124,-44.2367133636716,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
