fid,CD_SETOR,SITUACAO,CD_SIT,CD_TIPO,AREA_KM2,CD_REGIAO,NM_REGIAO,CD_UF,NM_UF,CD_MUN,NM_MUN,CD_DIST,NM_DIST,CD_SUBDIST,NM_SUBDIST,CD_BAIRRO,NM_BAIRRO,CD_NU,NM_NU,CD_FCU,NM_FCU,CD_AGLOM,NM_AGLOM,CD_RGINT,NM_RGINT,CD_RGI,NM_RGI,CD_CONCURB,NM_CONCURB,fid_2,CNES,NOME FANTASIA,NÍVEL DE ATENÇÃO,TURNO DE ATENDIMENTO,latitude,longitude,capacidade/mes,servicos_inferidos
774,"211130005000968",Urbana,"1","1",1.61370594668469,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000109",Juçara,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,15,2645866,CENTRO DE SAUDE COQUEIRO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.72767448595251,-44.3595220112584,3000,"atenção básica; clínica geral; enfermagem"
1047,"211130005001294",Urbana,"1","0",1.86412812606373,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,15,2645866,CENTRO DE SAUDE COQUEIRO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.72767448595251,-44.3595220112584,3000,"atenção básica; clínica geral; enfermagem"
1397,"211130005001668",Urbana,"2","4",0.400588075352354,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,15,2645866,CENTRO DE SAUDE COQUEIRO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.72767448595251,-44.3595220112584,3000,"atenção básica; clínica geral; enfermagem"
1398,"211130005001669",Urbana,"1","1",0.324372134301344,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000104",Vila Samara I,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,15,2645866,CENTRO DE SAUDE COQUEIRO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.72767448595251,-44.3595220112584,3000,"atenção básica; clínica geral; enfermagem"
1401,"211130005001672",Urbana,"1","1",0.329742685762465,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000105",Vila Samara II,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,15,2645866,CENTRO DE SAUDE COQUEIRO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.72767448595251,-44.3595220112584,3000,"atenção básica; clínica geral; enfermagem"
1625,"211130005001908",Rural,"8","0",30.4634505269489,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,15,2645866,CENTRO DE SAUDE COQUEIRO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.72767448595251,-44.3595220112584,3000,"atenção básica; clínica geral; enfermagem"
1626,"211130005001909",Rural,"5","0",0.449390711387349,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,"211130000133",Portinho,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,15,2645866,CENTRO DE SAUDE COQUEIRO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.72767448595251,-44.3595220112584,3000,"atenção básica; clínica geral; enfermagem"
1638,"211130005001921",Urbana,"2","0",1.72507294431629,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,15,2645866,CENTRO DE SAUDE COQUEIRO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.72767448595251,-44.3595220112584,3000,"atenção básica; clínica geral; enfermagem"
1639,"211130005001922",Urbana,"2","0",0.326912768174605,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,15,2645866,CENTRO DE SAUDE COQUEIRO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.72767448595251,-44.3595220112584,3000,"atenção básica; clínica geral; enfermagem"
1701,"211130005001984",Urbana,"2","4",26.8195062217659,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,15,2645866,CENTRO DE SAUDE COQUEIRO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.72767448595251,-44.3595220112584,3000,"atenção básica; clínica geral; enfermagem"
377,"211130005000457",Urbana,"1","0",0.072861473360767,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
378,"211130005000458",Urbana,"1","0",0.082045580708717,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
379,"211130005000459",Urbana,"1","0",0.03300601612228,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
386,"211130005000468",Urbana,"1","1",0.320320137063637,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000057",Vila São Raimundo,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
387,"211130005000470",Urbana,"1","1",0.103348594475109,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000057",Vila São Raimundo,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
388,"211130005000471",Urbana,"1","1",0.075674993521646,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000057",Vila São Raimundo,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
389,"211130005000472",Urbana,"1","0",0.095559413743797,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
390,"211130005000473",Urbana,"1","1",0.042079321207319,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000061",Vila Mauro Fecury II,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
391,"211130005000474",Urbana,"1","1",0.028459825938085,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000061",Vila Mauro Fecury II,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
392,"211130005000475",Urbana,"1","1",0.059763737511229,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000061",Vila Mauro Fecury II,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
393,"211130005000476",Urbana,"1","1",0.088710809605758,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000057",Vila São Raimundo,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
394,"211130005000477",Urbana,"1","1",0.414042957724,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000022",Tamancão,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
395,"211130005000478",Urbana,"1","1",0.040621103756029,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000056",Vila Ariri,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
396,"211130005000480",Urbana,"1","1",0.097450622940329,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000030",Vila São Luís,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
397,"211130005000481",Urbana,"1","1",0.167621541225481,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000028",Vila Mauro Fecury I,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
629,"211130005000781",Urbana,"1","1",0.073288486687668,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000057",Vila São Raimundo,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
686,"211130005000852",Urbana,"1","1",0.041281749483338,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000061",Vila Mauro Fecury II,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
687,"211130005000853",Urbana,"1","1",0.057424078123677,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000030",Vila São Luís,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
757,"211130005000936",Urbana,"1","1",0.07495764409193,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000061",Vila Mauro Fecury II,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
804,"211130005001008",Urbana,"1","1",0.052688017375126,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000056",Vila Ariri,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
972,"211130005001210",Urbana,"1","0",0.0408645715662,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
976,"211130005001214",Urbana,"1","1",0.035637001761813,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000061",Vila Mauro Fecury II,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
981,"211130005001220",Urbana,"1","1",0.035169989053189,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000056",Vila Ariri,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
1118,"211130005001373",Urbana,"1","1",0.133991036271292,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000030",Vila São Luís,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
1119,"211130005001374",Urbana,"1","1",0.137334674013863,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000030",Vila São Luís,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
1222,"211130005001486",Urbana,"1","1",0.052587734983355,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000030",Vila São Luís,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
1223,"211130005001487",Urbana,"1","1",0.032434601912937,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000030",Vila São Luís,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
1405,"211130005001676",Urbana,"1","0",0.038169820502017,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
1406,"211130005001677",Urbana,"1","0",0.079891685396363,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
1462,"211130005001741",Urbana,"1","1",0.101758013454386,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000025",Vila Gancharia,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
1564,"211130005001847",Urbana,"1","1",0.067199670605621,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000030",Vila São Luís,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
1565,"211130005001848",Urbana,"1","1",0.018295106556333,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000030",Vila São Luís,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
1576,"211130005001859",Urbana,"1","1",0.066082996509763,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000025",Vila Gancharia,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
1582,"211130005001865",Urbana,"1","0",0.043651170342507,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,11,2309297,CENTRO DE SAUDE SAO RAIMUNDO,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.55001685410466,-44.3308599767643,3000,"atenção básica; clínica geral; enfermagem"
770,"211130005000959",Rural,"8","0",6.70964077023764,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,56,2456818,CENTRO DE SAUDE YVES PARGA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.62497403262436,-44.3161231424204,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
771,"211130005000962",Urbana,"1","0",0.675477941943024,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,56,2456818,CENTRO DE SAUDE YVES PARGA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.62497403262436,-44.3161231424204,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
878,"211130005001105",Urbana,"2","0",4.12114164546409,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,56,2456818,CENTRO DE SAUDE YVES PARGA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.62497403262436,-44.3161231424204,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
895,"211130005001126",Urbana,"2","0",0.248271434310835,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,56,2456818,CENTRO DE SAUDE YVES PARGA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.62497403262436,-44.3161231424204,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
1085,"211130005001339",Urbana,"1","0",0.018664884206609,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,56,2456818,CENTRO DE SAUDE YVES PARGA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.62497403262436,-44.3161231424204,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
1086,"211130005001340",Urbana,"1","0",0.031602007321505,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,56,2456818,CENTRO DE SAUDE YVES PARGA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.62497403262436,-44.3161231424204,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
1090,"211130005001344",Urbana,"1","0",0.020749359511146,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,56,2456818,CENTRO DE SAUDE YVES PARGA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.62497403262436,-44.3161231424204,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
1107,"211130005001362",Urbana,"2","4",1.16348505368303,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,56,2456818,CENTRO DE SAUDE YVES PARGA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.62497403262436,-44.3161231424204,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
1194,"211130005001452",Urbana,"2","0",1.28312554001245,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,56,2456818,CENTRO DE SAUDE YVES PARGA,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.62497403262436,-44.3161231424204,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
